['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['ETH-USD', '5m', 'H4dAl', '2021-08-01', '2021-09-25', '61', '8.71', '-8.54', 72, '41', '1.57', '8.47', '3', '5', 857, -250, '25', '36', '15.62']
['ETH-USD', '5m', '=cj.6', '2021-08-01', '2021-09-25', '39', '3.46', '-10.38', 25, '33', '0.76', '2.39', '4', '5', 742, -408, '13', '26', '15.62']
['ETH-USD', '5m', '<cLkI', '2021-08-01', '2021-09-25', '42', '6.27', '-10.38', 49, '31', '1.23', '4.69', '3', '5', 908, -376, '13', '29', '15.62']
['ETH-USD', '5m', '=Ijk6', '2021-08-01', '2021-09-25', '66', '-2.28', '-15.3', -14, '36', '-0.17', '-0.91', '3', '6', 740, -310, '24', '42', '15.62']
['ETH-USD', '5m', 'VLPOp', '2021-08-01', '2021-09-25', '26', '3.09', '-8.26', 22, '42', '0.78', '2.66', '2', '4', 673, -370, '11', '15', '15.62']
['ETH-USD', '5m', '@Hj:/', '2021-08-01', '2021-09-25', '68', '-3.58', '-14.19', -21, '35', '-0.4', '-1.49', '3', '8', 748, -312, '24', '44', '15.62']
['ETH-USD', '5m', '=cDk6', '2021-08-01', '2021-09-25', '40', '8.01', '-10.69', 65, '35', '1.44', '6.11', '5', '5', 1016, -408, '14', '26', '15.62']
['ETH-USD', '5m', 'VMPOp', '2021-08-01', '2021-09-25', '25', '0.43', '-10.0', 3, '40', '0.25', '0.28', '2', '4', 663, -370, '10', '15', '15.62']
['ETH-USD', '5m', 'NYLsI', '2021-08-01', '2021-09-25', '39', '6.76', '-9.32', 53, '33', '1.32', '5.7', '2', '5', 918, -313, '13', '26', '15.62']
['ETH-USD', '5m', 'NYLUI', '2021-08-01', '2021-09-25', '40', '7.13', '-9.32', 57, '35', '1.39', '6.08', '2', '5', 918, -313, '14', '26', '15.62']
['ETH-USD', '5m', 'NYL:\\', '2021-08-01', '2021-09-25', '38', '7.68', '-8.49', 62, '34', '1.47', '7.3', '2', '5', 925, -313, '13', '25', '15.62']
['ETH-USD', '5m', 'NYL9Z', '2021-08-01', '2021-09-25', '39', '8.05', '-8.49', 66, '36', '1.53', '7.74', '2', '5', 925, -313, '14', '25', '15.62']
['ETH-USD', '5m', '\\PPOp', '2021-08-01', '2021-09-25', '30', '-5.49', '-12.83', -31, '30', '-0.84', '-2.4', '3', '7', 632, -347, '9', '21', '15.62']
['ETH-USD', '5m', '[=wOk', '2021-08-01', '2021-09-25', '32', '10.41', '-9.57', 91, '47', '2.06', '9.47', '4', '6', 701, -311, '15', '17', '15.62']
['ETH-USD', '5m', 'N@L9I', '2021-08-01', '2021-09-25', '60', '4.42', '-14.11', 33, '37', '0.94', '2.31', '3', '8', 766, -248, '22', '38', '15.62']
['ETH-USD', '5m', '.kPgI', '2021-08-01', '2021-09-25', '53', '-4.12', '-12.0', -24, '30', '-0.37', '-2.0', '3', '7', 768, -333, '16', '37', '15.62']
['ETH-USD', '5m', 'o=haB', '2021-08-01', '2021-09-25', '58', '-3.93', '-20.46', -23, '36', '-0.45', '-1.12', '4', '12', 572, -258, '21', '37', '15.62']
['ETH-USD', '5m', '1<jOa', '2021-08-01', '2021-09-25', '80', '9.34', '-9.75', 79, '31', '1.59', '8.1', '3', '6', 1024, -241, '25', '55', '15.62']
['ETH-USD', '5m', 'ToPOM', '2021-08-01', '2021-09-25', '33', '12.62', '-11.24', 117, '33', '2.28', '10.42', '2', '6', 1079, -146, '11', '22', '15.62']
['ETH-USD', '5m', '>EPVp', '2021-08-01', '2021-09-25', '28', '-0.34', '-11.79', -2, '36', '0.08', '-0.19', '2', '5', 833, -258, '10', '18', '15.62']
['ETH-USD', '5m', 'NZQVB', '2021-08-01', '2021-09-25', '40', '4.01', '-11.38', 29, '35', '0.86', '2.56', '2', '5', 924, -323, '14', '26', '15.62']
['ETH-USD', '5m', 'NnhuV', '2021-08-01', '2021-09-25', '31', '3.95', '-12.25', 29, '26', '0.85', '2.35', '3', '6', 749, -171, '8', '23', '15.62']
['ETH-USD', '5m', '<\\WVI', '2021-08-01', '2021-09-25', '47', '9.22', '-8.23', 78, '45', '1.76', '9.44', '4', '4', 707, -322, '21', '26', '15.62']
['ETH-USD', '5m', 'NOW=I', '2021-08-01', '2021-09-25', '46', '5.15', '-10.72', 39, '37', '1.06', '3.61', '4', '6', 790, -336, '17', '29', '15.62']
['ETH-USD', '5m', '<>WgI', '2021-08-01', '2021-09-25', '90', '-4.1', '-16.8', -24, '30', '-0.4', '-1.42', '4', '8', 723, -250, '27', '63', '15.62']
['ETH-USD', '5m', '<[W4I', '2021-08-01', '2021-09-25', '48', '8.5', '-8.08', 70, '42', '1.67', '8.69', '4', '6', 700, -313, '20', '28', '15.62']
['ETH-USD', '5m', '=Yj:I', '2021-08-01', '2021-09-25', '48', '9.49', '-8.94', 81, '40', '1.77', '9.01', '4', '8', 736, -295, '19', '29', '15.62']
['ETH-USD', '5m', 'ElL9I', '2021-08-01', '2021-09-25', '37', '0.29', '-14.7', 2, '30', '0.25', '0.13', '2', '6', 858, -320, '11', '26', '15.62']
['ETH-USD', '5m', '=Mj:/', '2021-08-01', '2021-09-25', '67', '-5.25', '-16.24', -30, '34', '-0.7', '-1.83', '4', '8', 652, -329, '23', '44', '15.62']
['ETH-USD', '5m', '3lj(/', '2021-08-01', '2021-09-25', '45', '4.78', '-8.2', 36, '38', '0.98', '4.33', '3', '6', 752, -348, '17', '28', '15.62']
['ETH-USD', '5m', '3lH:/', '2021-08-01', '2021-09-25', '48', '8.49', '-9.28', 70, '35', '1.53', '7.55', '3', '6', 1124, -344, '17', '31', '15.62']
['ETH-USD', '5m', 'GlLKI', '2021-08-01', '2021-09-25', '36', '-2.69', '-15.42', -16, '31', '-0.23', '-1.06', '2', '6', 864, -336, '11', '25', '15.62']
['ETH-USD', '5m', 'ElLaI', '2021-08-01', '2021-09-25', '38', '-0.43', '-14.7', -3, '29', '0.14', '-0.19', '2', '6', 851, -320, '11', '27', '15.62']
['ETH-USD', '5m', ',lLK)', '2021-08-01', '2021-09-25', '60', '10.8', '-8.41', 95, '35', '1.9', '11.31', '3', '10', 1220, -259, '21', '39', '15.62']
['ETH-USD', '5m', ',lQVB', '2021-08-01', '2021-09-25', '57', '8.26', '-8.43', 68, '37', '1.54', '8.04', '3', '10', 794, -252, '21', '36', '15.62']
['ETH-USD', '5m', ',lhVB', '2021-08-01', '2021-09-25', '57', '8.26', '-8.43', 68, '37', '1.54', '8.04', '3', '10', 794, -252, '21', '36', '15.62']
['ETH-USD', '5m', 'NPW<B', '2021-08-01', '2021-09-25', '44', '6.77', '-10.91', 53, '39', '1.35', '4.89', '4', '6', 697, -348, '17', '27', '15.62']
['ETH-USD', '5m', 'NPWVI', '2021-08-01', '2021-09-25', '44', '6.77', '-10.91', 53, '39', '1.35', '4.89', '4', '6', 697, -348, '17', '27', '15.62']
['ETH-USD', '5m', 'GlW4I', '2021-08-01', '2021-09-25', '36', '-5.8', '-15.42', -32, '31', '-0.8', '-2.09', '2', '6', 642, -336, '11', '25', '15.62']
['ETH-USD', '5m', 'NoMUV', '2021-08-01', '2021-09-25', '33', '-6.77', '-13.73', -37, '24', '-1.14', '-2.67', '2', '6', 1005, -269, '8', '25', '15.62']
['ETH-USD', '5m', 'NoL(I', '2021-08-01', '2021-09-25', '28', '-5.36', '-13.81', -30, '21', '-0.9', '-2.18', '1', '5', 987, -269, '6', '22', '15.62']
['ETH-USD', '5m', '<c:OV', '2021-08-01', '2021-09-25', '39', '6.16', '-10.38', 48, '33', '1.23', '4.59', '3', '5', 767, -376, '13', '26', '15.62']
['ETH-USD', '5m', 'NoMUS', '2021-08-01', '2021-09-25', '35', '-5.98', '-14.3', -33, '26', '-0.97', '-2.31', '2', '6', 1005, -268, '9', '26', '15.62']
['ETH-USD', '5m', '=Kj:/', '2021-08-01', '2021-09-25', '72', '-5.22', '-14.3', -29, '33', '-0.7', '-2.06', '3', '7', 674, -319, '24', '48', '15.62']
['ETH-USD', '5m', 'HlV4I', '2021-08-01', '2021-09-25', '36', '-2.5', '-14.89', -15, '31', '-0.2', '-1.02', '2', '6', 966, -336, '11', '25', '15.62']
['ETH-USD', '5m', 'HMa9l', '2021-08-01', '2021-09-25', '43', '3.28', '-11.1', 23, '35', '0.77', '2.11', '2', '7', 676, -336, '15', '28', '15.62']
['ETH-USD', '5m', 'Gov7v', '2021-08-01', '2021-09-25', '32', '-5.51', '-16.31', -31, '22', '-0.77', '-1.89', '2', '12', 638, -234, '7', '25', '15.62']
['ETH-USD', '5m', 'EuWVI', '2021-08-01', '2021-09-25', '37', '-5.26', '-16.15', -30, '24', '-0.79', '-1.84', '1', '8', 760, -287, '9', '28', '15.62']
['ETH-USD', '5m', ')nO,5', '2021-08-01', '2021-09-25', '91', '-3.72', '-14.11', -22, '24', '-0.41', '-1.55', '3', '14', 1217, -310, '22', '69', '15.62']
['ETH-USD', '5m', '5I:OV', '2021-08-01', '2021-09-25', '75', '2.97', '-14.11', 21, '33', '0.7', '1.49', '4', '6', 595, -266, '25', '50', '15.62']
['ETH-USD', '5m', '^A?@o', '2021-08-01', '2021-09-25', '31', '9.04', '-10.74', 76, '42', '1.7', '7.05', '3', '6', 814, -312, '13', '18', '15.62']
['ETH-USD', '5m', '>cCPI', '2021-08-01', '2021-09-25', '40', '5.57', '-11.06', 42, '30', '1.08', '3.83', '3', '6', 984, -415, '12', '28', '15.62']
['ETH-USD', '5m', '+lhVB', '2021-08-01', '2021-09-25', '62', '6.28', '-9.76', 49, '32', '1.24', '4.99', '4', '5', 923, -262, '20', '42', '15.62']
['ETH-USD', '5m', 'NSW3m', '2021-08-01', '2021-09-25', '33', '9.28', '-7.83', 78, '45', '1.8', '10.0', '4', '5', 729, -287, '15', '18', '15.62']
['ETH-USD', '5m', 'NoMKZ', '2021-08-01', '2021-09-25', '32', '-6.14', '-13.34', -34, '25', '-1.0', '-2.54', '2', '5', 1005, -269, '8', '24', '15.62']
['ETH-USD', '5m', 'HpXDG', '2021-08-01', '2021-09-25', '35', '-0.92', '-14.61', -6, '26', '0.03', '-0.4', '2', '6', 736, -184, '9', '26', '15.62']
['ETH-USD', '5m', 'NJcVB', '2021-08-01', '2021-09-25', '52', '5.27', '-11.18', 40, '38', '1.12', '3.56', '4', '10', 793, -314, '20', '32', '15.62']
['ETH-USD', '5m', '+lQVB', '2021-08-01', '2021-09-25', '62', '6.28', '-9.76', 49, '32', '1.24', '4.99', '4', '5', 923, -262, '20', '42', '15.62']
['ETH-USD', '5m', 'ElVVI', '2021-08-01', '2021-09-25', '38', '-1.11', '-14.7', -7, '29', '0.03', '-0.48', '2', '6', 1018, -320, '11', '27', '15.62']
['ETH-USD', '5m', 'VAPOp', '2021-08-01', '2021-09-25', '22', '7.26', '-7.75', 58, '41', '1.77', '7.47', '2', '4', 688, -280, '9', '13', '15.62']
['ETH-USD', '5m', 'FojOa', '2021-08-01', '2021-09-25', '34', '-5.18', '-15.32', -29, '21', '-0.68', '-1.91', '2', '10', 662, -236, '7', '27', '15.62']
['ETH-USD', '5m', '\\`POp', '2021-08-01', '2021-09-25', '24', '-9.8', '-14.4', -49, '17', '-1.63', '-3.4', '2', '12', 471, -364, '4', '20', '15.62']
['ETH-USD', '5m', '8chOM', '2021-08-01', '2021-09-25', '46', '5.1', '-8.92', 38, '33', '1.04', '4.29', '3', '6', 785, -345, '15', '31', '15.62']
['ETH-USD', '5m', '5c:*V', '2021-08-01', '2021-09-25', '48', '5.94', '-9.47', 46, '38', '1.05', '4.82', '4', '9', 1008, -342, '18', '30', '15.62']
['ETH-USD', '5m', '>oPVJ', '2021-08-01', '2021-09-25', '41', '-5.57', '-14.77', -31, '29', '-0.71', '-2.11', '2', '9', 654, -354, '12', '29', '15.62']
['ETH-USD', '5m', '>oPV(', '2021-08-01', '2021-09-25', '42', '-6.09', '-15.28', -34, '29', '-0.8', '-2.2', '2', '10', 654, -354, '12', '30', '15.62']
['ETH-USD', '5m', '>oPV1', '2021-08-01', '2021-09-25', '41', '-5.57', '-14.77', -31, '29', '-0.71', '-2.11', '2', '9', 654, -354, '12', '29', '15.62']
['ETH-USD', '5m', '>oPVK', '2021-08-01', '2021-09-25', '41', '-5.57', '-14.77', -31, '29', '-0.71', '-2.11', '2', '9', 654, -354, '12', '29', '15.62']
['ETH-USD', '5m', '>oPV7', '2021-08-01', '2021-09-25', '41', '-5.57', '-14.77', -31, '29', '-0.71', '-2.11', '2', '9', 654, -354, '12', '29', '15.62']
['ETH-USD', '5m', '>oPVC', '2021-08-01', '2021-09-25', '41', '-5.57', '-14.77', -31, '29', '-0.71', '-2.11', '2', '9', 654, -354, '12', '29', '15.62']
['ETH-USD', '5m', '>oPVN', '2021-08-01', '2021-09-25', '41', '-5.57', '-14.77', -31, '29', '-0.71', '-2.11', '2', '9', 654, -354, '12', '29', '15.62']
['ETH-USD', '5m', 'H8*<l', '2021-08-01', '2021-09-25', '58', '6.91', '-6.83', 55, '41', '2.01', '8.0', '3', '5', 280, -196, '24', '34', '15.62']
['ETH-USD', '5m', 'AnhV4', '2021-08-01', '2021-09-25', '40', '-5.31', '-15.28', -30, '28', '-0.69', '-1.96', '2', '8', 659, -329, '11', '29', '15.62']
['ETH-USD', '5m', 'NOQVB', '2021-08-01', '2021-09-25', '46', '4.22', '-10.72', 31, '37', '0.9', '2.89', '4', '6', 698, -336, '17', '29', '15.62']
['ETH-USD', '5m', 'NnQ2B', '2021-08-01', '2021-09-25', '34', '7.13', '-10.08', 57, '26', '1.37', '5.62', '2', '6', 1044, -173, '9', '25', '15.62']
['ETH-USD', '5m', 'ElQVB', '2021-08-01', '2021-09-25', '38', '-2.16', '-14.7', -13, '29', '-0.15', '-0.9', '2', '6', 918, -320, '11', '27', '15.62']
['ETH-USD', '5m', 'NSQVB', '2021-08-01', '2021-09-25', '48', '6.03', '-11.34', 46, '38', '1.24', '4.1', '4', '8', 792, -284, '18', '30', '15.62']
['ETH-USD', '5m', 'NnQVP', '2021-08-01', '2021-09-25', '35', '5.99', '-11.02', 46, '26', '1.19', '4.18', '2', '6', 1044, -173, '9', '26', '15.62']
['ETH-USD', '5m', '+lWVB', '2021-08-01', '2021-09-25', '62', '6.28', '-9.76', 49, '32', '1.24', '4.99', '4', '5', 923, -262, '20', '42', '15.62']
['ETH-USD', '5m', 'N[WHB', '2021-08-01', '2021-09-25', '40', '0.36', '-11.39', 2, '32', '0.25', '0.21', '2', '5', 864, -333, '13', '27', '15.62']
['ETH-USD', '5m', 'NRWVI', '2021-08-01', '2021-09-25', '48', '2.83', '-12.57', 20, '35', '0.67', '1.59', '4', '8', 778, -377, '17', '31', '15.62']
['ETH-USD', '5m', 'NnhuP', '2021-08-01', '2021-09-25', '34', '1.29', '-13.17', 9, '24', '0.41', '0.66', '2', '7', 749, -171, '8', '26', '15.62']
['ETH-USD', '5m', 'AnhPB', '2021-08-01', '2021-09-25', '40', '-5.31', '-15.28', -30, '28', '-0.69', '-1.96', '2', '8', 659, -329, '11', '29', '15.62']
['ETH-USD', '5m', 'w=haB', '2021-08-01', '2021-09-25', '58', '-7.11', '-21.65', -38, '34', '-1.0', '-1.76', '4', '10', 566, -318, '20', '38', '15.62']
['ETH-USD', '5m', 'NRWHI', '2021-08-01', '2021-09-25', '48', '2.83', '-12.57', 20, '35', '0.67', '1.59', '4', '8', 778, -377, '17', '31', '15.62']
['ETH-USD', '5m', '<NW4I', '2021-08-01', '2021-09-25', '67', '-3.15', '-15.31', -19, '37', '-0.32', '-1.23', '4', '8', 663, -329, '25', '42', '15.62']
['ETH-USD', '5m', '<OW4I', '2021-08-01', '2021-09-25', '63', '-0.82', '-14.26', -5, '35', '0.07', '-0.37', '4', '9', 896, -330, '22', '41', '15.62']
['ETH-USD', '5m', '6cV4I', '2021-08-01', '2021-09-25', '46', '5.31', '-8.81', 40, '37', '1.07', '4.55', '3', '5', 789, -330, '17', '29', '15.62']
['ETH-USD', '5m', 'GlWVI', '2021-08-01', '2021-09-25', '36', '-5.8', '-15.42', -32, '31', '-0.8', '-2.09', '2', '6', 642, -336, '11', '25', '15.62']
['ETH-USD', '5m', 'Gl[VI', '2021-08-01', '2021-09-25', '36', '-5.8', '-15.42', -32, '31', '-0.8', '-2.09', '2', '6', 642, -336, '11', '25', '15.62']
['ETH-USD', '5m', 'GlQVI', '2021-08-01', '2021-09-25', '36', '-5.8', '-15.42', -32, '31', '-0.8', '-2.09', '2', '6', 642, -336, '11', '25', '15.62']
['ETH-USD', '5m', '=djUI', '2021-08-01', '2021-09-25', '42', '2.57', '-9.91', 18, '31', '0.62', '1.81', '3', '5', 748, -414, '13', '29', '15.62']
['ETH-USD', '5m', '=:jUI', '2021-08-01', '2021-09-25', '95', '-2.04', '-14.25', -13, '34', '-0.09', '-0.88', '4', '6', 848, -265, '32', '63', '15.62']
['ETH-USD', '5m', '=c>k6', '2021-08-01', '2021-09-25', '40', '4.91', '-10.69', 37, '35', '0.99', '3.43', '5', '5', 841, -408, '14', '26', '15.62']
['ETH-USD', '5m', 'NZL9I', '2021-08-01', '2021-09-25', '40', '2.4', '-11.38', 17, '35', '0.6', '1.47', '2', '5', 843, -323, '14', '26', '15.62']
['ETH-USD', '5m', 'N^L9I', '2021-08-01', '2021-09-25', '40', '-3.21', '-13.55', -19, '35', '-0.39', '-1.41', '2', '7', 739, -355, '14', '26', '15.62']
['ETH-USD', '5m', '@dCUI', '2021-08-01', '2021-09-25', '39', '3.07', '-11.08', 22, '33', '0.69', '1.97', '2', '4', 985, -384, '13', '26', '15.62']
['ETH-USD', '5m', ',lj:/', '2021-08-01', '2021-09-25', '60', '6.37', '-8.43', 50, '35', '1.25', '5.88', '3', '10', 789, -249, '21', '39', '15.62']
['ETH-USD', '5m', 'KhLaI', '2021-08-01', '2021-09-25', '39', '-4.54', '-15.22', -26, '28', '-0.58', '-1.72', '2', '7', 790, -317, '11', '28', '15.62']
['ETH-USD', '5m', 'rl?:I', '2021-08-01', '2021-09-25', '24', '-5.91', '-16.25', -33, '29', '-0.93', '-2.02', '2', '4', 901, -321, '7', '17', '15.62']
['ETH-USD', '5m', '(fj>L', '2021-08-01', '2021-09-25', '102', '1.5', '-7.82', 10, '24', '0.46', '1.3', '3', '9', 1041, -210, '24', '78', '15.62']
['ETH-USD', '5m', 'YlLaI', '2021-08-01', '2021-09-25', '33', '5.99', '-11.82', 46, '27', '1.19', '3.9', '2', '6', 1034, -161, '9', '24', '15.62']
['ETH-USD', '5m', 'NuLK)', '2021-08-01', '2021-09-25', '36', '2.74', '-16.86', 19, '25', '0.64', '1.14', '2', '9', 1112, -245, '9', '27', '15.62']
['ETH-USD', '5m', 'XlL:I', '2021-08-01', '2021-09-25', '34', '6.76', '-11.66', 53, '29', '1.31', '4.56', '2', '6', 1025, -162, '10', '24', '15.62']
['ETH-USD', '5m', 'NSWV`', '2021-08-01', '2021-09-25', '37', '4.88', '-10.38', 36, '38', '1.05', '3.51', '3', '6', 703, -287, '14', '23', '15.62']
['ETH-USD', '5m', 'NSWVY', '2021-08-01', '2021-09-25', '40', '1.02', '-10.81', 7, '35', '0.36', '0.63', '3', '7', 693, -284, '14', '26', '15.62']
['ETH-USD', '5m', 'NSWV_', '2021-08-01', '2021-09-25', '38', '2.66', '-10.38', 19, '37', '0.66', '1.8', '3', '6', 703, -287, '14', '24', '15.62']
['ETH-USD', '5m', 'B<Tl@', '2021-08-01', '2021-09-25', '76', '8.32', '-9.83', 68, '37', '1.44', '6.95', '4', '5', 706, -269, '28', '48', '15.62']
['ETH-USD', '5m', 'NSWVS', '2021-08-01', '2021-09-25', '44', '2.04', '-11.34', 14, '36', '0.54', '1.24', '3', '8', 688, -284, '16', '28', '15.62']
['ETH-USD', '5m', 'Hha9l', '2021-08-01', '2021-09-25', '36', '-1.99', '-12.34', -12, '33', '-0.17', '-0.99', '2', '5', 716, -189, '12', '24', '15.62']
['ETH-USD', '5m', '@eCUI', '2021-08-01', '2021-09-25', '42', '3.04', '-10.38', 22, '31', '0.69', '2.08', '2', '5', 1005, -386, '13', '29', '15.62']
['ETH-USD', '5m', 'GKjVI', '2021-08-01', '2021-09-25', '63', '-2.62', '-12.59', -16, '29', '-0.24', '-1.26', '4', '10', 755, -317, '18', '45', '15.62']
['ETH-USD', '5m', 'GKhVI', '2021-08-01', '2021-09-25', '63', '-2.74', '-12.59', -17, '29', '-0.26', '-1.31', '4', '10', 744, -317, '18', '45', '15.62']
['ETH-USD', '5m', '/lQVB', '2021-08-01', '2021-09-25', '53', '3.93', '-9.9', 29, '32', '0.8', '2.88', '3', '8', 864, -359, '17', '36', '15.62']
['ETH-USD', '5m', 'NPQVB', '2021-08-01', '2021-09-25', '44', '5.95', '-10.91', 46, '39', '1.23', '4.19', '4', '6', 658, -348, '17', '27', '15.62']
['ETH-USD', '5m', 'NYWVI', '2021-08-01', '2021-09-25', '40', '1.52', '-9.32', 10, '35', '0.45', '1.11', '2', '5', 658, -313, '14', '26', '15.62']
['ETH-USD', '5m', 'NYWHI', '2021-08-01', '2021-09-25', '40', '1.52', '-9.32', 10, '35', '0.45', '1.11', '2', '5', 658, -313, '14', '26', '15.62']
['ETH-USD', '5m', '=Lj:/', '2021-08-01', '2021-09-25', '74', '-6.55', '-15.21', -36, '32', '-0.89', '-2.35', '4', '12', 672, -327, '24', '50', '15.62']
['ETH-USD', '5m', 'QXMVB', '2021-08-01', '2021-09-25', '40', '2.78', '-11.21', 20, '32', '0.66', '1.75', '2', '7', 899, -301, '13', '27', '15.62']
['ETH-USD', '5m', 'NZWXI', '2021-08-01', '2021-09-25', '40', '-2.05', '-11.38', -13, '35', '-0.19', '-1.11', '2', '5', 662, -323, '14', '26', '15.62']
['ETH-USD', '5m', '=>jUI', '2021-08-01', '2021-09-25', '86', '-8.49', '-21.18', -44, '28', '-1.17', '-2.07', '4', '12', 654, -249, '24', '62', '15.62']
['ETH-USD', '5m', 'NYQVB', '2021-08-01', '2021-09-25', '40', '1.52', '-9.32', 10, '35', '0.45', '1.11', '2', '5', 658, -313, '14', '26', '15.62']
['ETH-USD', '5m', 'NZVVI', '2021-08-01', '2021-09-25', '40', '-2.05', '-11.38', -13, '35', '-0.19', '-1.11', '2', '5', 662, -323, '14', '26', '15.62']
['ETH-USD', '5m', 'Go:OV', '2021-08-01', '2021-09-25', '39', '-6.95', '-15.8', -37, '21', '-1.14', '-2.37', '2', '13', 714, -233, '8', '31', '15.62']
['ETH-USD', '5m', 'woUa<', '2021-08-01', '2021-09-25', '26', '-11.3', '-21.53', -54, '23', '-1.89', '-2.52', '2', '8', 643, -299, '6', '20', '15.62']
['ETH-USD', '5m', 'jo:OV', '2021-08-01', '2021-09-25', '26', '-1.41', '-12.7', -9, '27', '-0.09', '-0.7', '2', '4', 722, -291, '7', '19', '15.62']
['ETH-USD', '5m', 'NSM<B', '2021-08-01', '2021-09-25', '48', '5.5', '-11.34', 42, '38', '1.15', '3.68', '4', '8', 740, -284, '18', '30', '15.62']
['ETH-USD', '5m', 'Vnh*4', '2021-08-01', '2021-09-25', '27', '-1.02', '-11.82', -6, '33', '-0.01', '-0.55', '2', '3', 776, -291, '9', '18', '15.62']
['ETH-USD', '5m', 'Vnh/4', '2021-08-01', '2021-09-25', '28', '-2.2', '-12.89', -13, '32', '-0.23', '-1.05', '2', '3', 776, -287, '9', '19', '15.62']
['ETH-USD', '5m', '=Sj7I', '2021-08-01', '2021-09-25', '60', '-0.4', '-13.76', -3, '35', '0.13', '-0.19', '4', '10', 673, -344, '21', '39', '15.62']
['ETH-USD', '5m', 'vlLKI', '2021-08-01', '2021-09-25', '25', '3.21', '-16.01', 23, '28', '0.7', '1.43', '2', '8', 1005, -292, '7', '18', '15.62']
['ETH-USD', '5m', 'rl>>I', '2021-08-01', '2021-09-25', '25', '-7.77', '-17.45', -41, '28', '-1.29', '-2.35', '2', '4', 871, -321, '7', '18', '15.62']
['ETH-USD', '5m', 'HCdAl', '2021-08-01', '2021-09-25', '46', '-2.45', '-14.25', -15, '37', '-0.31', '-1.05', '4', '7', 599, -274, '17', '29', '15.62']
['ETH-USD', '5m', 'NIWVB', '2021-08-01', '2021-09-25', '52', '4.05', '-12.22', 30, '35', '0.89', '2.42', '4', '10', 685, -306, '18', '34', '15.62']
['ETH-USD', '5m', '1`LVI', '2021-08-01', '2021-09-25', '62', '-2.31', '-11.66', -14, '37', '-0.23', '-1.21', '4', '6', 724, -359, '23', '39', '15.62']
['ETH-USD', '5m', 'Nn;XI', '2021-08-01', '2021-09-25', '36', '8.26', '-11.96', 68, '25', '1.58', '5.67', '2', '7', 989, -166, '9', '27', '15.62']
['ETH-USD', '5m', 'NuW2I', '2021-08-01', '2021-09-25', '36', '-4.15', '-19.83', -24, '25', '-0.48', '-1.22', '2', '9', 722, -236, '9', '27', '15.62']
['ETH-USD', '5m', 'NpLnI', '2021-08-01', '2021-09-25', '37', '3.94', '-13.7', 29, '30', '0.85', '2.09', '2', '6', 974, -194, '11', '26', '15.62']
['ETH-USD', '5m', '=Ujk6', '2021-08-01', '2021-09-25', '57', '3.43', '-10.01', 25, '35', '0.76', '2.46', '4', '9', 725, -264, '20', '37', '15.62']
['ETH-USD', '5m', '=Uj:/', '2021-08-01', '2021-09-25', '58', '2.9', '-10.49', 20, '34', '0.67', '1.95', '4', '10', 720, -264, '20', '38', '15.62']
['ETH-USD', '5m', 'NuW?I', '2021-08-01', '2021-09-25', '36', '-4.15', '-19.83', -24, '25', '-0.48', '-1.22', '2', '9', 722, -236, '9', '27', '15.62']
['ETH-USD', '5m', 'NuWV(', '2021-08-01', '2021-09-25', '36', '-4.15', '-19.83', -24, '25', '-0.48', '-1.22', '2', '9', 722, -236, '9', '27', '15.62']
['ETH-USD', '5m', 'NXQVB', '2021-08-01', '2021-09-25', '42', '0.58', '-9.2', 4, '38', '0.28', '0.41', '4', '4', 663, -291, '16', '26', '15.62']
['ETH-USD', '5m', 'NRQVB', '2021-08-01', '2021-09-25', '48', '1.91', '-12.57', 13, '35', '0.52', '1.05', '4', '8', 687, -377, '17', '31', '15.62']
['ETH-USD', '5m', 'KlL0I', '2021-08-01', '2021-09-25', '35', '-12.48', '-14.48', -58, '29', '-2.22', '-4.01', '2', '6', 545, -243, '10', '25', '15.62']
['ETH-USD', '5m', 'N]hPB', '2021-08-01', '2021-09-25', '40', '-0.29', '-12.02', -2, '30', '0.14', '-0.16', '2', '7', 932, -343, '12', '28', '15.62']
['ETH-USD', '5m', 'NRLKI', '2021-08-01', '2021-09-25', '48', '3.72', '-12.57', 27, '35', '0.83', '2.14', '4', '8', 872, -377, '17', '31', '15.62']
['ETH-USD', '5m', '-fj>L', '2021-08-01', '2021-09-25', '66', '-0.06', '-8.68', 0, '33', '0.18', '-0.05', '4', '7', 840, -266, '22', '44', '15.62']
['ETH-USD', '5m', 'NSWVQ', '2021-08-01', '2021-09-25', '46', '4.62', '-11.34', 34, '37', '0.98', '3.02', '3', '8', 688, -284, '17', '29', '15.62']
['ETH-USD', '5m', '/lLK)', '2021-08-01', '2021-09-25', '54', '2.47', '-10.02', 17, '31', '0.59', '1.72', '3', '8', 783, -359, '17', '37', '15.62']
['ETH-USD', '5m', ',oMUB', '2021-08-01', '2021-09-25', '60', '2.88', '-8.59', 20, '30', '0.67', '2.37', '3', '10', 768, -270, '18', '42', '15.62']
['ETH-USD', '5m', 'GKbVI', '2021-08-01', '2021-09-25', '63', '-3.41', '-12.59', -20, '29', '-0.36', '-1.61', '4', '10', 677, -317, '18', '45', '15.62']
