['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['ETH-USD', '5m', 'GK_VI', '2021-08-01', '2021-09-25', '63', '-3.63', '-12.59', -21, '29', '-0.4', '-1.7', '4', '10', 655, -317, '18', '45', '15.62']
['ETH-USD', '5m', 'GK^VI', '2021-08-01', '2021-09-25', '63', '-3.75', '-12.59', -22, '29', '-0.43', '-1.75', '4', '10', 647, -317, '18', '45', '15.62']
['ETH-USD', '5m', '-jcVB', '2021-08-01', '2021-09-25', '63', '-0.46', '-9.67', -3, '32', '0.13', '-0.31', '4', '10', 897, -276, '20', '43', '15.62']
['ETH-USD', '5m', 'N[L9I', '2021-08-01', '2021-09-25', '40', '0.82', '-11.39', 5, '32', '0.33', '0.48', '2', '5', 853, -333, '13', '27', '15.62']
['ETH-USD', '5m', 'NZCPI', '2021-08-01', '2021-09-25', '40', '-0.79', '-11.38', -5, '35', '0.04', '-0.44', '2', '5', 681, -323, '14', '26', '15.62']
['ETH-USD', '5m', 'NqCPI', '2021-08-01', '2021-09-25', '37', '-0.89', '-13.89', -6, '27', '0.02', '-0.41', '2', '6', 807, -207, '10', '27', '15.62']
['ETH-USD', '5m', '/jQVB', '2021-08-01', '2021-09-25', '53', '-0.53', '-11.04', -3, '34', '0.15', '-0.31', '3', '8', 814, -347, '18', '35', '15.62']
['ETH-USD', '5m', ',nhuB', '2021-08-01', '2021-09-25', '58', '4.22', '-8.73', 31, '31', '0.89', '3.55', '3', '10', 773, -265, '18', '40', '15.62']
['ETH-USD', '5m', 'NPLUI', '2021-08-01', '2021-09-25', '44', '5.4', '-10.91', 41, '39', '1.14', '3.75', '4', '6', 658, -348, '17', '27', '15.62']
['ETH-USD', '5m', 'NqL(8', '2021-08-01', '2021-09-25', '34', '4.28', '-13.6', 31, '26', '0.91', '2.31', '2', '6', 998, -213, '9', '25', '15.62']
['ETH-USD', '5m', '[>wOk', '2021-08-01', '2021-09-25', '32', '8.5', '-10.01', 70, '47', '1.72', '7.01', '4', '5', 686, -271, '15', '17', '15.62']
['ETH-USD', '5m', 'wnhV4', '2021-08-01', '2021-09-25', '29', '-2.66', '-16.21', -16, '28', '-0.25', '-0.99', '2', '6', 690, -283, '8', '21', '15.62']
['ETH-USD', '5m', 'NJQVB', '2021-08-01', '2021-09-25', '52', '3.17', '-11.18', 23, '38', '0.76', '2.02', '4', '10', 649, -314, '20', '32', '15.62']
['ETH-USD', '5m', 'wnWVB', '2021-08-01', '2021-09-25', '29', '-2.66', '-16.21', -16, '28', '-0.25', '-0.99', '2', '6', 690, -283, '8', '21', '15.62']
['ETH-USD', '5m', 'wnhuB', '2021-08-01', '2021-09-25', '29', '-2.66', '-16.21', -16, '28', '-0.25', '-0.99', '2', '6', 690, -283, '8', '21', '15.62']
['ETH-USD', '5m', 'NqL(0', '2021-08-01', '2021-09-25', '35', '3.35', '-13.6', 24, '26', '0.75', '1.76', '2', '6', 998, -213, '9', '26', '15.62']
['ETH-USD', '5m', 'NqL(2', '2021-08-01', '2021-09-25', '35', '3.35', '-13.6', 24, '26', '0.75', '1.76', '2', '6', 998, -213, '9', '26', '15.62']
['ETH-USD', '5m', '0lL:I', '2021-08-01', '2021-09-25', '52', '0.09', '-9.54', 1, '33', '0.23', '0.06', '3', '6', 757, -328, '17', '35', '15.62']
['ETH-USD', '5m', 'AcCPI', '2021-08-01', '2021-09-25', '41', '2.28', '-10.25', 16, '32', '0.57', '1.55', '2', '5', 987, -384, '13', '28', '15.62']
['ETH-USD', '5m', 'HDa9l', '2021-08-01', '2021-09-25', '49', '0.79', '-12.37', 5, '35', '0.32', '0.43', '4', '7', 651, -298, '17', '32', '15.62']
['ETH-USD', '5m', 'wlLKI', '2021-08-01', '2021-09-25', '27', '0.31', '-15.82', 2, '26', '0.25', '0.13', '2', '8', 996, -275, '7', '20', '15.62']
['ETH-USD', '5m', '/nhaB', '2021-08-01', '2021-09-25', '53', '0.36', '-11.03', 2, '32', '0.26', '0.21', '3', '6', 742, -257, '17', '36', '15.62']
['ETH-USD', '5m', 'Cl<KI', '2021-08-01', '2021-09-25', '36', '-0.86', '-13.15', -5, '28', '0.04', '-0.42', '2', '6', 964, -308, '10', '26', '15.62']
['ETH-USD', '5m', 'wlLaI', '2021-08-01', '2021-09-25', '28', '-0.03', '-15.82', 0, '25', '0.2', '-0.01', '2', '8', 996, -275, '7', '21', '15.62']
['ETH-USD', '5m', 'NIQVB', '2021-08-01', '2021-09-25', '52', '3.23', '-12.22', 23, '35', '0.76', '1.88', '4', '10', 642, -306, '18', '34', '15.62']
['ETH-USD', '5m', '/nhPB', '2021-08-01', '2021-09-25', '52', '1.05', '-10.42', 7, '33', '0.37', '0.68', '3', '6', 747, -259, '17', '35', '15.62']
['ETH-USD', '5m', '.cV4I', '2021-08-01', '2021-09-25', '70', '-2.78', '-10.58', -17, '31', '-0.27', '-1.59', '4', '5', 774, -335, '22', '48', '15.62']
['ETH-USD', '5m', '(XwVk', '2021-08-01', '2021-09-25', '34', '0.57', '-5.64', 4, '29', '0.28', '0.66', '2', '7', 378, -187, '10', '24', '15.62']
['ETH-USD', '5m', '[5wOk', '2021-08-01', '2021-09-25', '38', '-1.23', '-8.39', -8, '45', '-0.14', '-0.93', '4', '4', 485, -216, '17', '21', '15.62']
['ETH-USD', '5m', 'NAQVB', '2021-08-01', '2021-09-25', '58', '1.97', '-13.08', 14, '38', '0.52', '1.04', '3', '8', 618, -253, '22', '36', '15.62']
['ETH-USD', '5m', 'NIhPB', '2021-08-01', '2021-09-25', '52', '2.53', '-12.22', 18, '35', '0.63', '1.45', '4', '10', 642, -306, '18', '34', '15.62']
['ETH-USD', '5m', '-qj>/', '2021-08-01', '2021-09-25', '57', '-1.11', '-11.84', -7, '28', '0.04', '-0.59', '3', '6', 723, -269, '16', '41', '15.62']
['ETH-USD', '5m', '=:j:/', '2021-08-01', '2021-09-25', '96', '-3.89', '-15.85', -23, '33', '-0.42', '-1.44', '4', '6', 848, -261, '32', '64', '15.62']
['ETH-USD', '5m', 'N]CPI', '2021-08-01', '2021-09-25', '40', '-4.23', '-12.02', -25, '30', '-0.64', '-2.04', '2', '7', 590, -343, '12', '28', '15.62']
['ETH-USD', '5m', '@cj:/', '2021-08-01', '2021-09-25', '43', '-3.59', '-11.75', -21, '28', '-0.39', '-1.81', '3', '5', 737, -421, '12', '31', '15.62']
['ETH-USD', '5m', 'NAWVB', '2021-08-01', '2021-09-25', '58', '1.97', '-13.08', 14, '38', '0.52', '1.04', '3', '8', 618, -253, '22', '36', '15.62']
['ETH-USD', '5m', '``LVI', '2021-08-01', '2021-09-25', '40', '-11.68', '-19.44', -56, '22', '-1.8', '-2.86', '2', '8', 683, -336, '9', '31', '15.62']
['ETH-USD', '5m', 'f))VI', '2021-08-01', '2021-09-25', '84', '5.63', '-5.4', 43, '50', '1.65', '7.95', '7', '7', 189, -205, '42', '42', '15.62']
['ETH-USD', '5m', 'n))AI', '2021-08-01', '2021-09-25', '75', '8.45', '-7.23', 70, '51', '2.12', '9.63', '7', '7', 183, -188, '38', '37', '15.62']
['ETH-USD', '5m', 'f))UI', '2021-08-01', '2021-09-25', '84', '5.63', '-5.4', 43, '50', '1.65', '7.95', '7', '7', 189, -205, '42', '42', '15.62']
['ETH-USD', '5m', '@l?:/', '2021-08-01', '2021-09-25', '40', '-4.29', '-16.33', -25, '28', '-0.52', '-1.52', '2', '8', 914, -348, '11', '29', '15.62']
['ETH-USD', '5m', 'Gl?VI', '2021-08-01', '2021-09-25', '36', '-5.12', '-15.42', -29, '31', '-0.68', '-1.88', '2', '6', 642, -336, '11', '25', '15.62']
['ETH-USD', '5m', 'rlL9I', '2021-08-01', '2021-09-25', '24', '-9.51', '-18.97', -48, '29', '-1.53', '-2.52', '2', '4', 646, -321, '7', '17', '15.62']
['ETH-USD', '5m', '/j[UI', '2021-08-01', '2021-09-25', '53', '-2.8', '-11.04', -17, '34', '-0.19', '-1.53', '3', '8', 756, -347, '18', '35', '15.62']
['ETH-USD', '5m', 'QIMVB', '2021-08-01', '2021-09-25', '52', '2.59', '-11.73', 18, '35', '0.65', '1.55', '4', '10', 646, -311, '18', '34', '15.62']
['ETH-USD', '5m', 'GK]VI', '2021-08-01', '2021-09-25', '63', '-3.87', '-12.59', -23, '29', '-0.45', '-1.8', '4', '10', 647, -317, '18', '45', '15.62']
['ETH-USD', '5m', '.XVgI', '2021-08-01', '2021-09-25', '89', '-8.1', '-14.81', -42, '26', '-1.29', '-2.86', '2', '10', 801, -280, '23', '66', '15.62']
['ETH-USD', '5m', 'PIHAE', '2021-08-01', '2021-09-25', '52', '4.8', '-10.88', 36, '37', '1.06', '3.28', '4', '10', 788, -312, '19', '33', '15.62']
['ETH-USD', '5m', ',jQVB', '2021-08-01', '2021-09-25', '69', '-9.38', '-14.89', -47, '28', '-1.64', '-3.18', '3', '10', 460, -269, '19', '50', '15.62']
['ETH-USD', '5m', 'NNWPI', '2021-08-01', '2021-09-25', '49', '2.21', '-10.18', 15, '33', '0.57', '1.5', '4', '7', 759, -332, '16', '33', '15.62']
['ETH-USD', '5m', ',jcVB', '2021-08-01', '2021-09-25', '69', '-9.38', '-14.89', -47, '28', '-1.64', '-3.18', '3', '10', 460, -269, '19', '50', '15.62']
['ETH-USD', '5m', 'GKvVI', '2021-08-01', '2021-09-25', '63', '-4.33', '-12.59', -25, '29', '-0.53', '-1.99', '4', '10', 647, -317, '18', '45', '15.62']
['ETH-USD', '5m', 'r`W*I', '2021-08-01', '2021-09-25', '28', '-7.4', '-18.84', -39, '25', '-1.05', '-2.09', '2', '13', 695, -347, '7', '21', '15.62']
['ETH-USD', '5m', 'NJWVI', '2021-08-01', '2021-09-25', '51', '3.08', '-11.18', 22, '37', '0.73', '1.95', '3', '10', 665, -314, '19', '32', '15.62']
['ETH-USD', '5m', '+nhPB', '2021-08-01', '2021-09-25', '68', '-0.67', '-10.07', -4, '26', '0.08', '-0.43', '3', '10', 763, -255, '18', '50', '15.62']
['ETH-USD', '5m', '/lE>I', '2021-08-01', '2021-09-25', '54', '6.56', '-10.02', 51, '31', '1.2', '5.12', '3', '8', 1072, -378, '17', '37', '15.62']
['ETH-USD', '5m', 'NNVVI', '2021-08-01', '2021-09-25', '49', '2.06', '-10.18', 14, '33', '0.54', '1.4', '4', '7', 744, -332, '16', '33', '15.62']
['ETH-USD', '5m', '3c3OB', '2021-08-01', '2021-09-25', '56', '6.45', '-10.25', 50, '32', '1.18', '4.9', '4', '10', 778, -323, '18', '38', '15.62']
['ETH-USD', '5m', 'NJQqB', '2021-08-01', '2021-09-25', '51', '2.3', '-11.18', 16, '37', '0.6', '1.43', '3', '10', 649, -314, '19', '32', '15.62']
['ETH-USD', '5m', 'r>lgI', '2021-08-01', '2021-09-25', '53', '-6.98', '-19.63', -38, '32', '-0.99', '-1.92', '3', '8', 576, -268, '17', '36', '15.62']
['ETH-USD', '5m', 'rKWVI', '2021-08-01', '2021-09-25', '45', '-7.68', '-17.58', -41, '31', '-1.16', '-2.31', '3', '6', 613, -311, '14', '31', '15.62']
['ETH-USD', '5m', '8XYA:', '2021-08-01', '2021-09-25', '67', '-2.61', '-10.51', -16, '34', '-0.26', '-1.51', '3', '9', 711, -279, '23', '44', '15.62']
['ETH-USD', '5m', 'Gl)Vr', '2021-08-01', '2021-09-25', '18', '6.74', '-8.76', 53, '39', '1.83', '6.05', '3', '4', 461, -173, '7', '11', '15.62']
['ETH-USD', '5m', '5@:VV', '2021-08-01', '2021-09-25', '89', '-4.43', '-19.29', -26, '31', '-0.66', '-1.33', '3', '9', 414, -237, '28', '61', '15.62']
['ETH-USD', '5m', '57:VV', '2021-08-01', '2021-09-25', '98', '7.77', '-13.74', 63, '30', '1.52', '4.57', '4', '8', 431, -207, '29', '69', '15.62']
['ETH-USD', '5m', 'rc5gI', '2021-08-01', '2021-09-25', '28', '-4.97', '-15.81', -28, '21', '-0.78', '-1.79', '2', '8', 717, -347, '6', '22', '15.62']
['ETH-USD', '5m', 'Gl9VI', '2021-08-01', '2021-09-25', '36', '1.63', '-15.42', 11, '31', '0.46', '0.72', '2', '6', 895, -336, '11', '25', '15.62']
['ETH-USD', '5m', '*lj:/', '2021-08-01', '2021-09-25', '86', '1.63', '-10.29', 11, '28', '0.47', '1.08', '3', '7', 1134, -255, '24', '62', '15.62']
['ETH-USD', '5m', 'VWhV4', '2021-08-01', '2021-09-25', '40', '-4.9', '-11.12', -28, '30', '-0.68', '-2.51', '2', '7', 653, -292, '12', '28', '15.62']
['ETH-USD', '5m', '1`WVI', '2021-08-01', '2021-09-25', '62', '-2.58', '-10.3', -16, '37', '-0.26', '-1.52', '4', '6', 761, -364, '23', '39', '15.62']
['ETH-USD', '5m', '3\\j:/', '2021-08-01', '2021-09-25', '66', '-3.75', '-11.75', -22, '32', '-0.37', '-1.88', '4', '6', 935, -364, '21', '45', '15.62']
['ETH-USD', '5m', 'Gl)Vs', '2021-08-01', '2021-09-25', '18', '6.74', '-8.76', 53, '39', '1.83', '6.05', '3', '4', 461, -173, '7', '11', '15.62']
['ETH-USD', '5m', 'r>WgI', '2021-08-01', '2021-09-25', '53', '-6.98', '-19.63', -38, '32', '-0.99', '-1.92', '3', '8', 576, -268, '17', '36', '15.62']
['ETH-USD', '5m', '2lWVB', '2021-08-01', '2021-09-25', '51', '-3.33', '-10.18', -20, '33', '-0.31', '-1.94', '3', '6', 732, -342, '17', '34', '15.62']
['ETH-USD', '5m', '\\oPOh', '2021-08-01', '2021-09-25', '24', '13.53', '-8.67', 129, '29', '2.38', '14.83', '2', '7', 1126, -187, '7', '17', '15.62']
['ETH-USD', '5m', '+nhV4', '2021-08-01', '2021-09-25', '70', '-1.75', '-10.2', -11, '26', '-0.11', '-1.06', '3', '10', 757, -255, '18', '52', '15.62']
['ETH-USD', '5m', '\\oPOg', '2021-08-01', '2021-09-25', '24', '13.53', '-8.67', 129, '29', '2.38', '14.83', '2', '7', 1126, -187, '7', '17', '15.62']
['ETH-USD', '5m', '3cCPI', '2021-08-01', '2021-09-25', '55', '-0.46', '-10.56', -3, '33', '0.14', '-0.28', '4', '10', 881, -323, '18', '37', '15.62']
['ETH-USD', '5m', 'G<)VI', '2021-08-01', '2021-09-25', '67', '9.1', '-5.69', 76, '43', '2.47', '13.42', '4', '5', 269, -241, '29', '38', '15.62']
['ETH-USD', '5m', '1nQVB', '2021-08-01', '2021-09-25', '52', '-2.52', '-10.93', -15, '31', '-0.16', '-1.4', '3', '6', 778, -344, '16', '36', '15.62']
['ETH-USD', '5m', '-nhHB', '2021-08-01', '2021-09-25', '59', '-1.36', '-10.07', -9, '31', '-0.03', '-0.85', '3', '8', 748, -259, '18', '41', '15.62']
['ETH-USD', '5m', '-nhV4', '2021-08-01', '2021-09-25', '60', '-2.41', '-10.17', -15, '30', '-0.21', '-1.44', '3', '8', 748, -259, '18', '42', '15.62']
['ETH-USD', '5m', '@l;:/', '2021-08-01', '2021-09-25', '40', '-5.82', '-16.33', -32, '28', '-0.81', '-1.98', '2', '8', 822, -348, '11', '29', '15.62']
['ETH-USD', '5m', 'Kl9aI', '2021-08-01', '2021-09-25', '36', '-11.5', '-13.59', -55, '28', '-2.25', '-4.04', '2', '6', 651, -246, '10', '26', '15.62']
['ETH-USD', '5m', '@Mj:/', '2021-08-01', '2021-09-25', '66', '-5.54', '-13.75', -31, '30', '-0.73', '-2.26', '4', '10', 673, -329, '20', '46', '15.62']
['ETH-USD', '5m', 'NKWHB', '2021-08-01', '2021-09-25', '50', '4.19', '-10.82', 31, '36', '0.91', '2.83', '4', '8', 650, -316, '18', '32', '15.62']
['ETH-USD', '5m', 'NKWVI', '2021-08-01', '2021-09-25', '49', '4.9', '-10.23', 37, '37', '1.03', '3.57', '4', '7', 655, -316, '18', '31', '15.62']
['ETH-USD', '5m', '3ej:/', '2021-08-01', '2021-09-25', '60', '-5.75', '-10.19', -32, '32', '-0.64', '-3.14', '3', '9', 877, -331, '19', '41', '15.62']
['ETH-USD', '5m', ';IQYL', '2021-08-01', '2021-09-25', '70', '-5.06', '-13.99', -29, '36', '-0.68', '-2.05', '3', '7', 794, -306, '25', '45', '15.62']
['ETH-USD', '5m', 'VL:OV', '2021-08-01', '2021-09-25', '45', '3.72', '-11.3', 27, '36', '0.83', '2.38', '3', '6', 774, -356, '16', '29', '15.62']
['ETH-USD', '5m', 'GKOVI', '2021-08-01', '2021-09-25', '63', '-5.22', '-12.59', -29, '29', '-0.71', '-2.34', '4', '10', 647, -317, '18', '45', '15.62']
['ETH-USD', '5m', 'GKPVI', '2021-08-01', '2021-09-25', '63', '-5.22', '-12.59', -29, '29', '-0.71', '-2.34', '4', '10', 647, -317, '18', '45', '15.62']
['ETH-USD', '5m', 'GKKVI', '2021-08-01', '2021-09-25', '63', '-3.88', '-12.59', -23, '29', '-0.48', '-1.81', '4', '10', 825, -317, '18', '45', '15.62']
['ETH-USD', '5m', '6ow<p', '2021-08-01', '2021-09-25', '39', '-1.22', '-10.95', -8, '31', '-0.05', '-0.7', '2', '4', 707, -163, '12', '27', '15.62']
['ETH-USD', '5m', 'NJLnI', '2021-08-01', '2021-09-25', '49', '2.92', '-10.65', 21, '39', '0.72', '1.94', '3', '9', 659, -317, '19', '30', '15.62']
['ETH-USD', '5m', 'NJLbI', '2021-08-01', '2021-09-25', '50', '2.18', '-10.84', 15, '38', '0.58', '1.39', '3', '9', 654, -314, '19', '31', '15.62']
['ETH-USD', '5m', 'MqL(I', '2021-08-01', '2021-09-25', '26', '-4.26', '-12.16', -25, '19', '-0.68', '-2.03', '2', '7', 869, -196, '5', '21', '15.62']
['ETH-USD', '5m', '*oM<B', '2021-08-01', '2021-09-25', '77', '2.23', '-10.33', 15, '25', '0.57', '1.5', '3', '14', 1157, -259, '19', '58', '15.62']
['ETH-USD', '5m', 'I^GbS', '2021-08-01', '2021-09-25', '37', '-4.99', '-11.48', -28, '35', '-0.82', '-2.47', '2', '5', 597, -363, '13', '24', '15.62']
['ETH-USD', '5m', 'NVWVm', '2021-08-01', '2021-09-25', '26', '10.94', '-8.22', 97, '46', '2.1', '11.76', '3', '3', 707, -278, '12', '14', '15.62']
['ETH-USD', '5m', 'v-+9P', '2021-08-01', '2021-09-25', '48', '7.09', '-7.7', 56, '56', '1.87', '7.32', '7', '4', 262, -245, '27', '21', '15.62']
['ETH-USD', '5m', 'vcQPP', '2021-08-01', '2021-09-25', '27', '-16.32', '-23.86', -69, '22', '-2.93', '-2.88', '2', '8', 656, -314, '6', '21', '15.62']
['ETH-USD', '5m', '7lWVI', '2021-08-01', '2021-09-25', '44', '1.0', '-11.63', 7, '27', '0.36', '0.58', '2', '6', 687, -372, '12', '32', '15.62']
['ETH-USD', '5m', '7ljVI', '2021-08-01', '2021-09-25', '44', '1.0', '-11.63', 7, '27', '0.36', '0.58', '2', '6', 687, -372, '12', '32', '15.62']
['ETH-USD', '5m', 'rLWVI', '2021-08-01', '2021-09-25', '46', '-8.1', '-17.58', -42, '35', '-1.26', '-2.41', '4', '6', 605, -296, '16', '30', '15.62']
['ETH-USD', '5m', 'rLWUI', '2021-08-01', '2021-09-25', '46', '-8.1', '-17.58', -42, '35', '-1.26', '-2.41', '4', '6', 605, -296, '16', '30', '15.62']
['ETH-USD', '5m', ']FhaB', '2021-08-01', '2021-09-25', '52', '-4.77', '-16.45', -27, '35', '-0.66', '-1.66', '4', '10', 589, -320, '18', '34', '15.62']
['ETH-USD', '5m', 'NNLVI', '2021-08-01', '2021-09-25', '49', '0.72', '-10.18', 5, '33', '0.31', '0.47', '4', '7', 643, -332, '16', '33', '15.62']
['ETH-USD', '5m', '-oLOS', '2021-08-01', '2021-09-25', '50', '3.55', '-9.07', 26, '34', '0.78', '2.82', '3', '6', 753, -267, '17', '33', '15.62']
['ETH-USD', '5m', ']FhHB', '2021-08-01', '2021-09-25', '52', '-4.77', '-16.45', -27, '35', '-0.66', '-1.66', '4', '10', 589, -320, '18', '34', '15.62']
['ETH-USD', '5m', 'vcWgI', '2021-08-01', '2021-09-25', '28', '-18.53', '-23.86', -74, '21', '-3.3', '-3.09', '2', '8', 656, -314, '6', '22', '15.62']
['ETH-USD', '5m', '(WwVk', '2021-08-01', '2021-09-25', '31', '1.75', '-5.55', 12, '32', '0.62', '2.16', '2', '8', 392, -187, '10', '21', '15.62']
['ETH-USD', '5m', 'Fj:VV', '2021-08-01', '2021-09-25', '37', '-3.07', '-13.28', -18, '30', '-0.35', '-1.38', '2', '7', 874, -304, '11', '26', '15.62']
['ETH-USD', '5m', 'k.POm', '2021-08-01', '2021-09-25', '30', '7.56', '-4.86', 61, '57', '2.03', '12.52', '6', '3', 639, -203, '17', '13', '15.62']
['ETH-USD', '5m', 'NHhuB', '2021-08-01', '2021-09-25', '53', '-0.75', '-12.49', -5, '32', '0.06', '-0.38', '3', '10', 650, -326, '17', '36', '15.62']
['ETH-USD', '5m', '3aj:/', '2021-08-01', '2021-09-25', '62', '-5.67', '-11.03', -32, '31', '-0.7', '-2.87', '4', '7', 931, -321, '19', '43', '15.62']
['ETH-USD', '5m', 'NQQVB', '2021-08-01', '2021-09-25', '48', '1.72', '-12.46', 12, '35', '0.48', '0.94', '4', '8', 636, -372, '17', '31', '15.62']
['ETH-USD', '5m', 'n))VI', '2021-08-01', '2021-09-25', '76', '6.31', '-8.39', 49, '49', '1.66', '5.84', '6', '7', 183, -185, '37', '39', '15.62']
['ETH-USD', '5m', '>fPVp', '2021-08-01', '2021-09-25', '22', '0.63', '-9.39', 4, '27', '0.29', '0.44', '2', '5', 738, -409, '6', '16', '15.62']
['ETH-USD', '5m', 'KlLav', '2021-08-01', '2021-09-25', '9', '-0.6', '-4.26', -4, '44', '-0.12', '-0.91', '2', '2', 361, -131, '4', '5', '15.62']
['ETH-USD', '5m', '.l<KI', '2021-08-01', '2021-09-25', '52', '2.11', '-9.89', 15, '33', '0.55', '1.47', '3', '8', 816, -362, '17', '35', '15.62']
['ETH-USD', '5m', '\\K<UI', '2021-08-01', '2021-09-25', '50', '-3.63', '-16.26', -21, '32', '-0.42', '-1.32', '2', '6', 757, -356, '16', '34', '15.62']
['ETH-USD', '5m', '-[gh1', '2021-08-01', '2021-09-25', '100', '-11.97', '-19.37', -56, '26', '-1.91', '-2.91', '3', '9', 760, -264, '26', '74', '15.62']
['ETH-USD', '5m', 'GKIVI', '2021-08-01', '2021-09-25', '63', '-4.5', '-12.59', -26, '29', '-0.6', '-2.06', '4', '10', 785, -317, '18', '45', '15.62']
['ETH-USD', '5m', 'd1[.Y', '2021-08-01', '2021-09-25', '53', '9.66', '-10.76', 82, '47', '1.75', '7.65', '7', '6', 829, -181, '25', '28', '15.62']
['ETH-USD', '5m', '@lj:j', '2021-08-01', '2021-09-25', '35', '-10.24', '-15.42', -51, '29', '-1.73', '-3.28', '2', '7', 654, -348, '10', '25', '15.62']
['ETH-USD', '5m', '/l<KI', '2021-08-01', '2021-09-25', '52', '2.11', '-9.89', 15, '33', '0.55', '1.47', '3', '8', 816, -362, '17', '35', '15.62']
['ETH-USD', '5m', 'GKFVI', '2021-08-01', '2021-09-25', '63', '-5.14', '-12.59', -29, '29', '-0.72', '-2.31', '4', '10', 744, -317, '18', '45', '15.62']
['ETH-USD', '5m', 'NcLkh', '2021-08-01', '2021-09-25', '20', '1.02', '-10.23', 7, '35', '0.37', '0.67', '3', '4', 764, -205, '7', '13', '15.62']
['ETH-USD', '5m', '>nP4p', '2021-08-01', '2021-09-25', '34', '-5.65', '-12.53', -32, '32', '-0.82', '-2.52', '2', '7', 671, -352, '11', '23', '15.62']
['ETH-USD', '5m', 'NnQVs', '2021-08-01', '2021-09-25', '12', '15.71', '-7.04', 159, '42', '3.58', '22.58', '2', '3', 1072, -152, '5', '7', '15.62']
['ETH-USD', '5m', '>@PVp', '2021-08-01', '2021-09-25', '30', '0.45', '-11.91', 3, '27', '0.26', '0.25', '2', '8', 971, -289, '8', '22', '15.62']
['ETH-USD', '5m', 'v_cMk', '2021-08-01', '2021-09-25', '24', '-10.73', '-19.34', -52, '21', '-1.58', '-2.7', '2', '12', 671, -414, '5', '19', '15.62']
['ETH-USD', '5m', 'VG:OV', '2021-08-01', '2021-09-25', '51', '-4.65', '-15.52', -27, '31', '-0.69', '-1.72', '2', '10', 683, -319, '16', '35', '15.62']
['ETH-USD', '5m', '\\oP@p', '2021-08-01', '2021-09-25', '20', '15.59', '-6.37', 157, '30', '2.95', '24.67', '2', '5', 1155, -187, '6', '14', '15.62']
['ETH-USD', '5m', 'Nnhuq', '2021-08-01', '2021-09-25', '8', '17.38', '-4.16', 184, '62', '4.04', '44.29', '2', '1', 810, -140, '5', '3', '15.62']
['ETH-USD', '5m', 'VVCq=', '2021-08-01', '2021-09-25', '42', '-4.83', '-12.21', -28, '31', '-0.69', '-2.26', '2', '7', 677, -287, '13', '29', '15.62']
['ETH-USD', '5m', 'VIhV4', '2021-08-01', '2021-09-25', '52', '-3.39', '-14.85', -20, '37', '-0.45', '-1.35', '4', '10', 599, -323, '19', '33', '15.62']
['ETH-USD', '5m', '\\L<KI', '2021-08-01', '2021-09-25', '48', '-2.38', '-16.21', -15, '33', '-0.19', '-0.9', '4', '9', 774, -357, '16', '32', '15.62']
['ETH-USD', '5m', 'VEQPP', '2021-08-01', '2021-09-25', '54', '-2.91', '-13.92', -17, '33', '-0.34', '-1.26', '4', '8', 630, -298, '18', '36', '15.62']
['ETH-USD', '5m', 'NcCPt', '2021-08-01', '2021-09-25', '21', '2.13', '-11.58', 15, '33', '0.58', '1.27', '2', '5', 972, -205, '7', '14', '15.62']
['ETH-USD', '5m', 'Hla9l', '2021-08-01', '2021-09-25', '28', '-6.1', '-13.01', -34, '32', '-0.89', '-2.59', '2', '6', 671, -336, '9', '19', '15.62']
['ETH-USD', '5m', '@lj:p', '2021-08-01', '2021-09-25', '33', '-9.04', '-14.3', -46, '30', '-1.52', '-3.22', '2', '7', 664, -348, '10', '23', '15.62']
['ETH-USD', '5m', 'L`auf', '2021-08-01', '2021-09-25', '20', '-8.16', '-10.9', -43, '25', '-1.69', '-3.91', '2', '8', 327, -376, '5', '15', '15.62']
['ETH-USD', '5m', '@lj:i', '2021-08-01', '2021-09-25', '35', '-10.24', '-15.42', -51, '29', '-1.73', '-3.28', '2', '7', 654, -348, '10', '25', '15.62']
['ETH-USD', '5m', 'MnPVp', '2021-08-01', '2021-09-25', '14', '4.44', '-7.98', 33, '36', '1.23', '4.11', '2', '3', 1028, -279, '5', '9', '15.62']
['ETH-USD', '5m', '8fPio', '2021-08-01', '2021-09-25', '15', '9.25', '-5.15', 78, '40', '2.08', '15.14', '2', '4', 802, -355, '6', '9', '15.62']
['ETH-USD', '5m', 'FnPVp', '2021-08-01', '2021-09-25', '19', '2.29', '-9.75', 16, '32', '0.6', '1.63', '3', '7', 966, -419, '6', '13', '15.62']
['ETH-USD', '5m', 'NnQVw', '2021-08-01', '2021-09-25', '9', '19.18', '-3.71', 214, '56', '4.71', '57.72', '2', '1', 1072, -143, '5', '4', '15.62']
['ETH-USD', '5m', '<@DO;', '2021-08-01', '2021-09-25', '88', '-0.92', '-17.95', -6, '28', '0.06', '-0.32', '4', '9', 742, -251, '25', '63', '15.62']
['ETH-USD', '5m', 'NX3KB', '2021-08-01', '2021-09-25', '42', '-0.65', '-9.2', -4, '38', '0.05', '-0.45', '4', '4', 679, -291, '16', '26', '15.62']
