iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.tps_index
1620,)_Vr*eH,0.17096774193548386,35,197,46.8,45,24,7.35,3,548,237,95,4,20,69
1620,)_Mr*eH,0.1632258064516129,32,201,51.22,41,24,6.64,3,548,193,95,4,20,69
1620,)QfI*?H,0.15741935483870967,34,234,43.38,34,35,11.48,3,459,316,53,4,8,69
1620,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
1680,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1680,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1680,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
1680,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1680,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1680,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1680,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
1680,)_fK*eH,0.2806451612903226,32,196,69.12,45,24,7.84,3,548,316,55,4,20,69
1680,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1680,)_fr*e3,0.267741935483871,31,193,65.5,41,24,6.37,3,548,316,95,4,20,24
1680,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1680,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1680,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1680,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1680,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1680,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1680,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1680,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1680,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1680,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1680,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1680,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1680,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1680,)_\r*eH,0.2135483870967742,35,197,61.07,45,24,7.44,3,548,267,95,4,20,69
1680,)_fr*uH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1680,)_fr*sH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1680,)_Vr*eH,0.17096774193548386,35,197,46.8,45,24,7.35,3,548,237,95,4,20,69
1680,)_Mr*eH,0.1632258064516129,32,201,51.22,41,24,6.64,3,548,193,95,4,20,69
1680,)QfI*?H,0.15741935483870967,34,234,43.38,34,35,11.48,3,459,316,53,4,8,69
1680,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
1740,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1740,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1740,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1740,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1740,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1740,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
1740,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1740,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1740,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1740,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1740,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1740,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1740,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1740,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1740,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1740,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1740,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1740,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1740,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1740,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1740,)_\r*eH,0.2135483870967742,35,197,61.07,45,24,7.44,3,548,267,95,4,20,69
1740,)_fr*uH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1740,)_fr*sH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1740,)_Vr*eH,0.17096774193548386,35,197,46.8,45,24,7.35,3,548,237,95,4,20,69
1740,)_Mr*eH,0.1632258064516129,32,201,51.22,41,24,6.64,3,548,193,95,4,20,69
1740,)QfI*?H,0.15741935483870967,34,234,43.38,34,35,11.48,3,459,316,53,4,8,69
1740,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
1740,)_:r*eH,0.15290322580645163,34,244,77.78,29,27,-1.28,3,548,99,95,4,20,69
1740,m_fr*eH,0.13268905582328597,44,47,48.42,57,7,-0.24,70,548,316,95,4,20,69
1740,)_f+*eH,0.12838709677419355,32,209,39.61,38,26,7.01,3,548,316,23,4,20,69
1800,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1800,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1800,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1800,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1800,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1800,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1800,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1800,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1800,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1800,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1800,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1800,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1800,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1800,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1800,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1800,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1800,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1800,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1800,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1800,)_\r*eH,0.2135483870967742,35,197,61.07,45,24,7.44,3,548,267,95,4,20,69
1800,)_fr*uH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1800,)_fr*sH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1800,)_Vr*eH,0.17096774193548386,35,197,46.8,45,24,7.35,3,548,237,95,4,20,69
1800,)_Mr*eH,0.1632258064516129,32,201,51.22,41,24,6.64,3,548,193,95,4,20,69
1800,)QfI*?H,0.15741935483870967,34,234,43.38,34,35,11.48,3,459,316,53,4,8,69
1800,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
1800,)_:r*eH,0.15290322580645163,34,244,77.78,29,27,-1.28,3,548,99,95,4,20,69
1800,m_fr*eH,0.13268905582328597,44,47,48.42,57,7,-0.24,70,548,316,95,4,20,69
1800,)_f+*eH,0.12838709677419355,32,209,39.61,38,26,7.01,3,548,316,23,4,20,69
1800,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
1860,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1860,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1860,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1860,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1860,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1860,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1860,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1860,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1860,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1860,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1860,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1860,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1860,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1860,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1860,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1860,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1860,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1860,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1860,)_\r*eH,0.2135483870967742,35,197,61.07,45,24,7.44,3,548,267,95,4,20,69
1860,)_fr*uH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1860,)_fr*sH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1860,)_Vr*eH,0.17096774193548386,35,197,46.8,45,24,7.35,3,548,237,95,4,20,69
1860,)QfI*?H,0.15741935483870967,34,234,43.38,34,35,11.48,3,459,316,53,4,8,69
1860,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
1860,)_:r*eH,0.15290322580645163,34,244,77.78,29,27,-1.28,3,548,99,95,4,20,69
1860,m_fr*eH,0.13268905582328597,44,47,48.42,57,7,-0.24,70,548,316,95,4,20,69
1860,)_f+*eH,0.12838709677419355,32,209,39.61,38,26,7.01,3,548,316,23,4,20,69
1860,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
1860,")7f,*jH",0.1232258064516129,31,368,47.85,19,57,0.46,3,295,316,24,4,21,69
1860,",_fr+dH",0.10967741935483871,35,147,98.41,47,19,7.26,6,548,316,95,4,19,69
1920,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1920,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1920,)_fr[eH,0.7702198499393033,52,25,40.79,45,11,1.66,3,548,316,95,43,20,69
1920,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
1920,)_qr*eH,0.7238709677419355,34,193,115.48,45,24,8.73,3,548,370,95,4,20,69
1920,)_pr*eH,0.6993548387096774,34,193,113.31,45,24,8.63,3,548,365,95,4,20,69
1920,)_nr*eH,0.6490322580645161,34,193,108.76,45,24,8.42,3,548,356,95,4,20,69
1920,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1920,-_fr*eH,0.6348387096774194,41,128,133.99,61,18,11.16,7,548,316,95,4,20,69
1920,)_freeH,0.6303225806451612,60,10,12.53,42,7,1.38,3,548,316,95,51,20,69
1920,)_frgeH,0.6303225806451612,60,10,12.53,42,7,1.38,3,548,316,95,52,20,69
1920,)_frkeH,0.5045172493455011,55,9,10.7,42,7,1.38,3,548,316,95,55,20,69
1920,)_fr*wH,0.43290322580645163,36,191,89.95,50,22,8.66,3,548,316,95,4,25,69
1920,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1920,)_fr*e8,0.3548387096774194,31,193,76.68,41,24,6.37,3,548,316,95,4,20,34
1920,)_fY*eH,0.3258064516129032,35,194,72.8,45,24,8.25,3,548,316,70,4,20,69
1920,)_fr*e7,0.32193548387096776,32,193,84.73,41,24,6.37,3,548,316,95,4,20,32
1920,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1920,)cfr*eH,0.30580645161290326,35,194,89.07,52,21,7.17,3,573,316,95,4,20,69
1920,)_fr*e-,0.30451612903225805,31,193,83.54,37,24,5.95,3,548,316,95,4,20,11
1920,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
1920,)_frReH,0.2911787201681734,46,45,55.48,50,12,1.87,3,548,316,95,35,20,69
1920,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1920,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1920,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1920,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1920,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1920,)_fr*fH,0.24903225806451612,34,193,57.9,45,24,7.59,3,548,316,95,4,20,69
1920,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1920,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1980,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1980,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1980,)_fr[eH,0.7702198499393033,52,25,40.79,45,11,1.66,3,548,316,95,43,20,69
1980,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
1980,)_qr*eH,0.7238709677419355,34,193,115.48,45,24,8.73,3,548,370,95,4,20,69
1980,)_pr*eH,0.6993548387096774,34,193,113.31,45,24,8.63,3,548,365,95,4,20,69
1980,)_nr*eH,0.6490322580645161,34,193,108.76,45,24,8.42,3,548,356,95,4,20,69
1980,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1980,-_fr*eH,0.6348387096774194,41,128,133.99,61,18,11.16,7,548,316,95,4,20,69
1980,)_freeH,0.6303225806451612,60,10,12.53,42,7,1.38,3,548,316,95,51,20,69
1980,)_frgeH,0.6303225806451612,60,10,12.53,42,7,1.38,3,548,316,95,52,20,69
1980,)_frkeH,0.5045172493455011,55,9,10.7,42,7,1.38,3,548,316,95,55,20,69
1980,)_fr*wH,0.43290322580645163,36,191,89.95,50,22,8.66,3,548,316,95,4,25,69
1980,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1980,)_fr*e8,0.3548387096774194,31,193,76.68,41,24,6.37,3,548,316,95,4,20,34
1980,)_fY*eH,0.3258064516129032,35,194,72.8,45,24,8.25,3,548,316,70,4,20,69
1980,)_fr*e7,0.32193548387096776,32,193,84.73,41,24,6.37,3,548,316,95,4,20,32
1980,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1980,)cfr*eH,0.30580645161290326,35,194,89.07,52,21,7.17,3,573,316,95,4,20,69
1980,)_fr*e-,0.30451612903225805,31,193,83.54,37,24,5.95,3,548,316,95,4,20,11
1980,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
1980,)_frReH,0.2911787201681734,46,45,55.48,50,12,1.87,3,548,316,95,35,20,69
1980,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1980,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1980,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1980,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1980,)_fr*fH,0.24903225806451612,34,193,57.9,45,24,7.59,3,548,316,95,4,20,69
1980,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1980,)_er*eH,0.23806451612903226,34,193,56.11,45,24,7.48,3,548,311,95,4,20,69
1980,)_fr*e_,0.23612903225806453,36,193,50.74,45,24,9.21,3,548,316,95,4,20,118
2040,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
2040,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
2040,)_fr[eH,0.7702198499393033,52,25,40.79,45,11,1.66,3,548,316,95,43,20,69
2040,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
2040,)_pr*eH,0.6993548387096774,34,193,113.31,45,24,8.63,3,548,365,95,4,20,69
2040,)_nr*eH,0.6490322580645161,34,193,108.76,45,24,8.42,3,548,356,95,4,20,69
2040,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
2040,-_fr*eH,0.6348387096774194,41,128,133.99,61,18,11.16,7,548,316,95,4,20,69
2040,)_freeH,0.6303225806451612,60,10,12.53,42,7,1.38,3,548,316,95,51,20,69
2040,)_frgeH,0.6303225806451612,60,10,12.53,42,7,1.38,3,548,316,95,52,20,69
2040,)_frkeH,0.5045172493455011,55,9,10.7,42,7,1.38,3,548,316,95,55,20,69
2040,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
2040,)_fr*e8,0.3548387096774194,31,193,76.68,41,24,6.37,3,548,316,95,4,20,34
2040,)_fY*eH,0.3258064516129032,35,194,72.8,45,24,8.25,3,548,316,70,4,20,69
2040,)_fr*e7,0.32193548387096776,32,193,84.73,41,24,6.37,3,548,316,95,4,20,32
2040,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
2040,)_fr*e-,0.30451612903225805,31,193,83.54,37,24,5.95,3,548,316,95,4,20,11
2040,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
2040,)_frReH,0.2911787201681734,46,45,55.48,50,12,1.87,3,548,316,95,35,20,69
2040,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
2040,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
2040,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
2040,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
2040,)_fr*fH,0.24903225806451612,34,193,57.9,45,24,7.59,3,548,316,95,4,20,69
2040,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
2040,)_er*eH,0.23806451612903226,34,193,56.11,45,24,7.48,3,548,311,95,4,20,69
2040,)_fr*e_,0.23612903225806453,36,193,50.74,45,24,9.21,3,548,316,95,4,20,118
2040,)_fr*`H,0.23483870967741935,34,195,58.46,45,24,7.59,3,548,316,95,4,18,69
2040,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
2040,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
2100,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
2100,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
2100,)_fr[eH,0.7702198499393033,52,25,40.79,45,11,1.66,3,548,316,95,43,20,69
2100,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
2100,)_nr*eH,0.6490322580645161,34,193,108.76,45,24,8.42,3,548,356,95,4,20,69
2100,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
2100,-_fr*eH,0.6348387096774194,41,128,133.99,61,18,11.16,7,548,316,95,4,20,69
2100,)_frgeH,0.6303225806451612,60,10,12.53,42,7,1.38,3,548,316,95,52,20,69
2100,)_frkeH,0.5045172493455011,55,9,10.7,42,7,1.38,3,548,316,95,55,20,69
2100,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
2100,)_fr*e8,0.3548387096774194,31,193,76.68,41,24,6.37,3,548,316,95,4,20,34
2100,)_fY*eH,0.3258064516129032,35,194,72.8,45,24,8.25,3,548,316,70,4,20,69
2100,)_fr*e7,0.32193548387096776,32,193,84.73,41,24,6.37,3,548,316,95,4,20,32
2100,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
2100,)_fr*e-,0.30451612903225805,31,193,83.54,37,24,5.95,3,548,316,95,4,20,11
2100,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
2100,)_frReH,0.2911787201681734,46,45,55.48,50,12,1.87,3,548,316,95,35,20,69
2100,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
2100,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
2100,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
2100,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
2100,)_fr*fH,0.24903225806451612,34,193,57.9,45,24,7.59,3,548,316,95,4,20,69
2100,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
2100,)_er*eH,0.23806451612903226,34,193,56.11,45,24,7.48,3,548,311,95,4,20,69
2100,)_fr*e_,0.23612903225806453,36,193,50.74,45,24,9.21,3,548,316,95,4,20,118
2100,)_fr*`H,0.23483870967741935,34,195,58.46,45,24,7.59,3,548,316,95,4,18,69
2100,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
2100,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
2100,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
2100,)_fr*e1,0.2264516129032258,31,193,60.04,41,24,6.37,3,548,316,95,4,20,19
2160,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
2160,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
2160,)_fr[eH,0.7702198499393033,52,25,40.79,45,11,1.66,3,548,316,95,43,20,69
2160,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
2160,)_nr*eH,0.6490322580645161,34,193,108.76,45,24,8.42,3,548,356,95,4,20,69
2160,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
2160,)_f6*e:,0.636774193548387,32,201,126.6,37,24,2.95,3,548,316,34,4,20,39
2160,-_fr*eH,0.6348387096774194,41,128,133.99,61,18,11.16,7,548,316,95,4,20,69
2160,)_frgeH,0.6303225806451612,60,10,12.53,42,7,1.38,3,548,316,95,52,20,69
2160,)_f6ZeH,0.6175319826182847,50,30,49.57,45,11,2.32,3,548,316,34,42,20,69
2160,)_f6SeH,0.527452233559731,46,43,61.69,50,12,2.54,3,548,316,34,36,20,69
2160,)_frkeH,0.5045172493455011,55,9,10.7,42,7,1.38,3,548,316,95,55,20,69
2160,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
2160,)_s6*eH,0.36,32,198,86.97,29,24,2.31,3,548,380,34,4,20,69
2160,)_fr*e8,0.3548387096774194,31,193,76.68,41,24,6.37,3,548,316,95,4,20,34
2160,)_fU*eH,0.33548387096774196,34,195,82.39,45,24,8.11,3,548,316,66,4,20,69
2160,)_fZ*eH,0.33096774193548384,35,194,73.66,45,24,8.27,3,548,316,71,4,20,69
2160,)_fY*eH,0.3258064516129032,35,194,72.8,45,24,8.25,3,548,316,70,4,20,69
2160,)_fr*e7,0.32193548387096776,32,193,84.73,41,24,6.37,3,548,316,95,4,20,32
2160,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
2160,)_fr*e-,0.30451612903225805,31,193,83.54,37,24,5.95,3,548,316,95,4,20,11
2160,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
2160,)_frReH,0.2911787201681734,46,45,55.48,50,12,1.87,3,548,316,95,35,20,69
2160,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
2160,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
2160,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
2160,)_fG*eH,0.25161290322580643,32,196,63.87,45,24,7.74,3,548,316,51,4,20,69
2160,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
2160,)_fr*fH,0.24903225806451612,34,193,57.9,45,24,7.59,3,548,316,95,4,20,69
2160,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
2220,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
2220,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
2220,)_fr[eH,0.7702198499393033,52,25,40.79,45,11,1.66,3,548,316,95,43,20,69
