['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['BTC-USDT', '30m', 'r<)D.is', '2021-01-01', '2021-10-09', '98', '59.85', '-9.3', 93, '61', '4.03', '2.58', '10.04', '9', '4', 573, -607, '60', '38', '86.18']
['BTC-USDT', '30m', 'c<8D?is', '2021-01-01', '2021-10-09', '108', '63.29', '-11.23', 98, '58', '3.27', '2.52', '8.76', '10', '4', 658, -579, '63', '45', '86.18']
['BTC-USDT', '30m', 'r<)D.it', '2021-01-01', '2021-10-09', '98', '59.85', '-9.3', 93, '61', '4.03', '2.58', '10.04', '9', '4', 573, -607, '60', '38', '86.18']
['BTC-USDT', '30m', 'r<)D?it', '2021-01-01', '2021-10-09', '98', '59.85', '-9.3', 93, '61', '4.03', '2.58', '10.04', '9', '4', 573, -607, '60', '38', '86.18']
['BTC-USDT', '30m', 'r<)D>it', '2021-01-01', '2021-10-09', '98', '59.85', '-9.3', 93, '61', '4.03', '2.58', '10.04', '9', '4', 573, -607, '60', '38', '86.18']
['BTC-USDT', '30m', 'r<)D3is', '2021-01-01', '2021-10-09', '98', '59.85', '-9.3', 93, '61', '4.03', '2.58', '10.04', '9', '4', 573, -607, '60', '38', '86.18']
['BTC-USDT', '30m', 'r<9D.is', '2021-01-01', '2021-10-09', '98', '59.3', '-9.25', 93, '61', '4.07', '2.58', '10.0', '9', '4', 534, -595, '60', '38', '86.18']
['BTC-USDT', '30m', 'r<9D.it', '2021-01-01', '2021-10-09', '98', '59.3', '-9.25', 93, '61', '4.07', '2.58', '10.0', '9', '4', 534, -595, '60', '38', '86.18']
['BTC-USDT', '30m', 'RN2)F-e', '2021-01-01', '2021-10-09', '65', '86.09', '-9.94', 125, '62', '4.51', '3.14', '12.58', '5', '4', 843, -468, '40', '25', '86.18']
['BTC-USDT', '30m', 'Q<9D?ic', '2021-01-01', '2021-10-09', '120', '72.36', '-20.68', 111, '57', '0.8', '2.57', '5.39', '17', '5', 750, -553, '69', '51', '86.18']
['BTC-USDT', '30m', 'c:mD?i_', '2021-01-01', '2021-10-09', '86', '64.27', '-13.09', 96, '62', '2.29', '2.8', '7.33', '12', '4', 534, -579, '53', '33', '86.18']
['BTC-USDT', '30m', 'c<8D?ir', '2021-01-01', '2021-10-09', '106', '65.52', '-12.49', 100, '58', '3.02', '2.57', '8.04', '10', '6', 658, -566, '62', '44', '86.18']
['BTC-USDT', '30m', 'c<ID+iu', '2021-01-01', '2021-10-09', '109', '57.79', '-10.66', 97, '61', '3.23', '2.53', '9.11', '9', '3', 563, -579, '66', '43', '86.18']
['BTC-USDT', '30m', 'X<XD+i_', '2021-01-01', '2021-10-09', '98', '71.32', '-17.85', 108, '58', '1.28', '2.77', '6.05', '9', '6', 615, -579, '57', '41', '86.18']
['BTC-USDT', '30m', '6<8D+i_', '2021-01-01', '2021-10-09', '201', '65.71', '-24.74', 110, '50', '0.81', '2.21', '4.45', '5', '5', 688, -539, '101', '100', '86.18']
['BTC-USDT', '30m', '6<7D+i_', '2021-01-01', '2021-10-09', '201', '66.95', '-25.02', 111, '50', '0.78', '2.2', '4.44', '5', '5', 740, -539, '101', '100', '86.18']
['BTC-USDT', '30m', 'g</D?iq', '2021-01-01', '2021-10-09', '104', '59.08', '-12.8', 91, '59', '2.73', '2.37', '7.07', '9', '6', 757, -557, '61', '43', '86.18']
['BTC-USDT', '30m', 'r</D>it', '2021-01-01', '2021-10-09', '98', '59.5', '-9.24', 93, '61', '4.12', '2.58', '10.05', '9', '4', 534, -595, '60', '38', '86.18']
['BTC-USDT', '30m', 'r</D?is', '2021-01-01', '2021-10-09', '98', '59.5', '-9.24', 93, '61', '4.12', '2.58', '10.05', '9', '4', 534, -595, '60', '38', '86.18']
['BTC-USDT', '30m', 'f</D?iq', '2021-01-01', '2021-10-09', '104', '59.08', '-12.8', 91, '59', '2.73', '2.37', '7.07', '9', '6', 757, -557, '61', '43', '86.18']
['BTC-USDT', '30m', 'r:/D?iq', '2021-01-01', '2021-10-09', '101', '61.66', '-12.95', 93, '62', '2.71', '2.5', '7.2', '9', '4', 534, -582, '63', '38', '86.18']
['BTC-USDT', '30m', 'q</D?it', '2021-01-01', '2021-10-09', '99', '59.38', '-9.25', 93, '61', '4.11', '2.58', '10.02', '9', '4', 534, -595, '60', '39', '86.18']
['BTC-USDT', '30m', 'h<BD?in', '2021-01-01', '2021-10-09', '98', '55.07', '-12.92', 91, '59', '2.5', '2.58', '7.07', '8', '5', 614, -570, '58', '40', '86.18']
['BTC-USDT', '30m', 'c<qD?iv', '2021-01-01', '2021-10-09', '110', '62.04', '-10.67', 96, '61', '3.12', '2.55', '9.03', '10', '3', 534, -557, '67', '43', '86.18']
['BTC-USDT', '30m', 'h<BD<in', '2021-01-01', '2021-10-09', '98', '55.07', '-12.92', 91, '59', '2.5', '2.58', '7.07', '8', '5', 614, -570, '58', '40', '86.18']
['BTC-USDT', '30m', 'h<=D?in', '2021-01-01', '2021-10-09', '98', '55.12', '-13.18', 92, '59', '2.38', '2.59', '6.94', '8', '5', 598, -570, '58', '40', '86.18']
['BTC-USDT', '30m', 'j<+D<in', '2021-01-01', '2021-10-09', '98', '58.72', '-13.32', 90, '59', '2.31', '2.53', '6.75', '9', '5', 663, -553, '58', '40', '86.18']
['BTC-USDT', '30m', 'j<)D.in', '2021-01-01', '2021-10-09', '98', '58.54', '-13.43', 90, '59', '2.3', '2.5', '6.68', '9', '5', 801, -553, '58', '40', '86.18']
['BTC-USDT', '30m', 'r5)D.in', '2021-01-01', '2021-10-09', '111', '53.55', '-16.36', 93, '55', '2.25', '2.32', '5.68', '7', '5', 554, -579, '61', '50', '86.18']
['BTC-USDT', '30m', 's5)D.in', '2021-01-01', '2021-10-09', '111', '53.55', '-16.36', 93, '55', '2.25', '2.32', '5.68', '7', '5', 554, -579, '61', '50', '86.18']
['BTC-USDT', '30m', 'b<2D?iq', '2021-01-01', '2021-10-09', '107', '64.41', '-12.87', 99, '60', '3.01', '2.53', '7.67', '10', '6', 641, -566, '64', '43', '86.18']
['BTC-USDT', '30m', 'c</D?iq', '2021-01-01', '2021-10-09', '107', '66.03', '-12.98', 102, '58', '3.18', '2.56', '7.89', '10', '6', 789, -566, '62', '45', '86.18']
['BTC-USDT', '30m', 'W<gD?i_', '2021-01-01', '2021-10-09', '101', '66.89', '-16.21', 101, '58', '1.32', '2.68', '6.24', '9', '6', 518, -566, '59', '42', '86.18']
['BTC-USDT', '30m', 'c:ID+i_', '2021-01-01', '2021-10-09', '86', '63.03', '-13.12', 94, '62', '2.21', '2.74', '7.17', '15', '4', 545, -566, '53', '33', '86.18']
['BTC-USDT', '30m', 'b</D?iq', '2021-01-01', '2021-10-09', '108', '65.02', '-12.73', 101, '58', '3.27', '2.53', '7.92', '10', '6', 769, -566, '63', '45', '86.18']
['BTC-USDT', '30m', 'X<9D?ic', '2021-01-01', '2021-10-09', '105', '70.74', '-18.12', 109, '58', '1.16', '2.65', '6.03', '8', '5', 731, -539, '61', '44', '86.18']
['BTC-USDT', '30m', '6<XD`i_', '2021-01-01', '2021-10-09', '183', '64.49', '-19.27', 112, '52', '1.32', '2.49', '5.83', '7', '5', 637, -566, '96', '87', '86.18']
['BTC-USDT', '30m', '6<XD_i_', '2021-01-01', '2021-10-09', '183', '64.49', '-19.27', 112, '52', '1.32', '2.49', '5.83', '7', '5', 637, -566, '96', '87', '86.18']
['BTC-USDT', '30m', '6<XD^i_', '2021-01-01', '2021-10-09', '183', '64.49', '-19.27', 112, '52', '1.32', '2.49', '5.83', '7', '5', 637, -566, '96', '87', '86.18']
['BTC-USDT', '30m', 'S<vDEi]', '2021-01-01', '2021-10-09', '100', '64.55', '-16.11', 101, '59', '1.31', '2.88', '6.29', '16', '7', 534, -566, '59', '41', '86.18']
['BTC-USDT', '30m', '_<9D?ic', '2021-01-01', '2021-10-09', '96', '63.01', '-17.87', 96, '58', '1.09', '2.62', '5.37', '15', '6', 705, -539, '56', '40', '86.18']
['BTC-USDT', '30m', 'c<8D?ig', '2021-01-01', '2021-10-09', '95', '63.0', '-14.69', 95, '60', '1.77', '2.67', '6.47', '17', '5', 641, -553, '57', '38', '86.18']
['BTC-USDT', '30m', '6<XDei_', '2021-01-01', '2021-10-09', '180', '63.96', '-21.18', 111, '53', '1.0', '2.48', '5.25', '7', '5', 637, -566, '95', '85', '86.18']
['BTC-USDT', '30m', '6<XDdi_', '2021-01-01', '2021-10-09', '180', '63.96', '-21.18', 111, '53', '1.0', '2.48', '5.25', '7', '5', 637, -566, '95', '85', '86.18']
['BTC-USDT', '30m', '6<XDbi_', '2021-01-01', '2021-10-09', '180', '63.96', '-21.18', 111, '53', '1.0', '2.48', '5.25', '7', '5', 637, -566, '95', '85', '86.18']
