iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ott_bw,parameters.tps_qty_index,parameters.max_risk
180,t?^bi,0.6496845156538195,66,6,10.24,33,9,2.12,48,158,139,92,55
180,",1N*<",0.6104840649555262,50,38,22.75,48,49,14.73,12,123,113,3,24
180,L^vpZ,0.5824128062204008,57,14,12.82,53,26,4.6,28,237,178,114,45
180,k4RRa,0.4800981550895183,80,10,16.56,38,18,-9.88,44,130,119,66,50
180,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
180,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
180,ePHi8,0.43834643073891544,42,42,10.58,41,46,-0.92,41,201,103,103,21
180,o[sHg,0.4253443323419961,88,9,14.66,35,14,-11.9,46,229,173,51,54
180,LU/0*,0.36530209826028004,42,7,8.17,44,9,7.14,28,214,62,13,11
180,_op)Z,0.3593620492455114,51,31,18.82,46,39,2.47,38,280,168,2,45
180,bd9r@,0.3444957594016574,50,46,12.69,41,53,-1.38,39,252,78,117,27
180,K>RbY,0.3240586152629949,52,44,12.91,58,51,20.47,28,156,119,92,44
180,uwRqA,0.32041527620565685,46,32,5.55,37,29,-10.21,49,300,119,116,27
180,S>YGW,0.3120409728911119,65,20,13.22,55,36,11.21,32,156,131,49,43
180,McB+5,0.297543231365303,47,19,8.86,44,29,17.83,29,249,93,5,19
180,a0LqP,0.2848259361898128,75,12,9.61,43,16,-0.56,39,120,109,116,38
180,.[N=3,0.2746325342293138,47,51,11.31,47,51,21.36,13,229,113,33,18
180,"g`,0;",0.271781099322553,39,41,14.99,46,39,25.59,42,242,57,13,23
180,aCMs^,0.2628258191200446,58,48,11.21,58,58,14.81,39,168,111,119,48
180,"PS,nG",0.262125380945601,43,76,9.01,41,91,1.51,30,209,57,111,32
180,N`s\Q,0.26176927335890127,58,12,9.41,66,24,17.06,29,242,173,82,39
180,ecf8b,0.22455439390269274,45,37,9.86,45,46,7.44,41,249,152,25,50
180,gd0_q,0.22340171615648613,44,58,5.23,44,74,-8.86,42,252,63,87,61
180,ZnUm@,0.22057724097416415,47,38,6.24,52,36,8.82,35,277,124,109,27
180,?5B)_,0.2145444575728222,44,79,12.44,46,88,22.97,22,133,93,2,48
180,\E]+W,0.2112135881475943,53,13,16.37,28,25,-14.97,36,173,137,5,43
180,dO*5=,0.20488698917611717,39,56,10.32,40,61,32.99,40,199,53,21,25
180,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
180,U=NKG,0.1977477587856302,62,27,8.67,50,34,-10.48,33,153,113,55,32
270,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
270,t?^bi,0.6496845156538195,66,6,10.24,33,9,2.12,48,158,139,92,55
270,",1N*<",0.6104840649555262,50,38,22.75,48,49,14.73,12,123,113,3,24
270,L^vpZ,0.5824128062204008,57,14,12.82,53,26,4.6,28,237,178,114,45
270,k4RRa,0.4800981550895183,80,10,16.56,38,18,-9.88,44,130,119,66,50
270,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
270,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
270,ePHi8,0.43834643073891544,42,42,10.58,41,46,-0.92,41,201,103,103,21
270,o[sHg,0.4253443323419961,88,9,14.66,35,14,-11.9,46,229,173,51,54
270,LU/0*,0.36530209826028004,42,7,8.17,44,9,7.14,28,214,62,13,11
270,_op)Z,0.3593620492455114,51,31,18.82,46,39,2.47,38,280,168,2,45
270,K>RbY,0.3240586152629949,52,44,12.91,58,51,20.47,28,156,119,92,44
270,uwRqA,0.32041527620565685,46,32,5.55,37,29,-10.21,49,300,119,116,27
270,S>YGW,0.3120409728911119,65,20,13.22,55,36,11.21,32,156,131,49,43
270,McB+5,0.297543231365303,47,19,8.86,44,29,17.83,29,249,93,5,19
270,a0LqP,0.2848259361898128,75,12,9.61,43,16,-0.56,39,120,109,116,38
270,.[N=3,0.2746325342293138,47,51,11.31,47,51,21.36,13,229,113,33,18
270,aCMs^,0.2628258191200446,58,48,11.21,58,58,14.81,39,168,111,119,48
270,"PS,nG",0.262125380945601,43,76,9.01,41,91,1.51,30,209,57,111,32
270,N`s\Q,0.26176927335890127,58,12,9.41,66,24,17.06,29,242,173,82,39
270,ecf8b,0.22455439390269274,45,37,9.86,45,46,7.44,41,249,152,25,50
270,gd0_q,0.22340171615648613,44,58,5.23,44,74,-8.86,42,252,63,87,61
270,ZnUm@,0.22057724097416415,47,38,6.24,52,36,8.82,35,277,124,109,27
270,?5B)_,0.2145444575728222,44,79,12.44,46,88,22.97,22,133,93,2,48
270,\E]+W,0.2112135881475943,53,13,16.37,28,25,-14.97,36,173,137,5,43
270,dO*5=,0.20488698917611717,39,56,10.32,40,61,32.99,40,199,53,21,25
270,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
270,U=NKG,0.1977477587856302,62,27,8.67,50,34,-10.48,33,153,113,55,32
270,:dE_4,0.19591768322420477,48,33,6.56,38,39,-8.75,19,252,98,87,18
270,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
360,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
360,t?^bi,0.6496845156538195,66,6,10.24,33,9,2.12,48,158,139,92,55
360,L^vpZ,0.5824128062204008,57,14,12.82,53,26,4.6,28,237,178,114,45
360,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
360,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
360,ePHi8,0.43834643073891544,42,42,10.58,41,46,-0.92,41,201,103,103,21
360,o[sHg,0.4253443323419961,88,9,14.66,35,14,-11.9,46,229,173,51,54
360,LU/0*,0.36530209826028004,42,7,8.17,44,9,7.14,28,214,62,13,11
360,_op)Z,0.3593620492455114,51,31,18.82,46,39,2.47,38,280,168,2,45
360,K>RbY,0.3240586152629949,52,44,12.91,58,51,20.47,28,156,119,92,44
360,uwRqA,0.32041527620565685,46,32,5.55,37,29,-10.21,49,300,119,116,27
360,S>YGW,0.3120409728911119,65,20,13.22,55,36,11.21,32,156,131,49,43
360,McB+5,0.297543231365303,47,19,8.86,44,29,17.83,29,249,93,5,19
360,.[N=3,0.2746325342293138,47,51,11.31,47,51,21.36,13,229,113,33,18
360,"PS,nG",0.262125380945601,43,76,9.01,41,91,1.51,30,209,57,111,32
360,N`s\Q,0.26176927335890127,58,12,9.41,66,24,17.06,29,242,173,82,39
360,gd0_q,0.22340171615648613,44,58,5.23,44,74,-8.86,42,252,63,87,61
360,ZnUm@,0.22057724097416415,47,38,6.24,52,36,8.82,35,277,124,109,27
360,?5B)_,0.2145444575728222,44,79,12.44,46,88,22.97,22,133,93,2,48
360,Etwqv,0.2133714929536863,58,41,18.4,66,53,32.25,25,292,180,116,64
360,dO*5=,0.20488698917611717,39,56,10.32,40,61,32.99,40,199,53,21,25
360,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
360,U=NKG,0.1977477587856302,62,27,8.67,50,34,-10.48,33,153,113,55,32
360,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
360,5NZ:p,0.18347612049534356,49,71,9.57,56,73,36.92,17,196,132,28,60
360,(?KqY,0.1761041195526121,51,115,9.73,49,126,5.98,10,158,108,116,44
360,bjE12,0.16752523254064444,40,10,5.45,25,8,-2.68,39,267,98,14,17
360,Ml0h4,0.16646848068276,38,31,3.3,50,30,15.7,29,272,63,101,18
360,fu*-o,0.16476484132487,37,59,6.38,41,67,10.21,41,295,53,8,59
360,-icHO,0.164501032699029,51,81,6.1,52,84,5.21,13,265,147,51,37
450,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
450,t?^bi,0.6496845156538195,66,6,10.24,33,9,2.12,48,158,139,92,55
450,L^vpZ,0.5824128062204008,57,14,12.82,53,26,4.6,28,237,178,114,45
450,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
450,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
450,ePHi8,0.43834643073891544,42,42,10.58,41,46,-0.92,41,201,103,103,21
450,o[sHg,0.4253443323419961,88,9,14.66,35,14,-11.9,46,229,173,51,54
450,LU/0*,0.36530209826028004,42,7,8.17,44,9,7.14,28,214,62,13,11
450,_op)Z,0.3593620492455114,51,31,18.82,46,39,2.47,38,280,168,2,45
450,uwRqA,0.32041527620565685,46,32,5.55,37,29,-10.21,49,300,119,116,27
450,S>YGW,0.3120409728911119,65,20,13.22,55,36,11.21,32,156,131,49,43
450,McB+5,0.297543231365303,47,19,8.86,44,29,17.83,29,249,93,5,19
450,.[N=3,0.2746325342293138,47,51,11.31,47,51,21.36,13,229,113,33,18
450,"PS,nG",0.262125380945601,43,76,9.01,41,91,1.51,30,209,57,111,32
450,N`s\Q,0.26176927335890127,58,12,9.41,66,24,17.06,29,242,173,82,39
450,gd0_q,0.22340171615648613,44,58,5.23,44,74,-8.86,42,252,63,87,61
450,ZnUm@,0.22057724097416415,47,38,6.24,52,36,8.82,35,277,124,109,27
450,?5B)_,0.2145444575728222,44,79,12.44,46,88,22.97,22,133,93,2,48
450,Etwqv,0.2133714929536863,58,41,18.4,66,53,32.25,25,292,180,116,64
450,dO*5=,0.20488698917611717,39,56,10.32,40,61,32.99,40,199,53,21,25
450,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
450,U=NKG,0.1977477587856302,62,27,8.67,50,34,-10.48,33,153,113,55,32
450,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
450,5NZ:p,0.18347612049534356,49,71,9.57,56,73,36.92,17,196,132,28,60
450,(?KqY,0.1761041195526121,51,115,9.73,49,126,5.98,10,158,108,116,44
450,>9A@H,0.1738908120827836,50,84,18.78,48,99,4.61,21,143,91,38,32
450,>9A@H,0.1738908120827836,50,84,18.78,48,99,4.61,21,143,91,38,32
450,bjE12,0.16752523254064444,40,10,5.45,25,8,-2.68,39,267,98,14,17
450,fu*-o,0.16476484132487,37,59,6.38,41,67,10.21,41,295,53,8,59
450,-icHO,0.164501032699029,51,81,6.1,52,84,5.21,13,265,147,51,37
540,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
540,t?^bi,0.6496845156538195,66,6,10.24,33,9,2.12,48,158,139,92,55
540,L^vpZ,0.5824128062204008,57,14,12.82,53,26,4.6,28,237,178,114,45
540,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
540,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
540,ePHi8,0.43834643073891544,42,42,10.58,41,46,-0.92,41,201,103,103,21
540,o[sHg,0.4253443323419961,88,9,14.66,35,14,-11.9,46,229,173,51,54
540,LU/0*,0.36530209826028004,42,7,8.17,44,9,7.14,28,214,62,13,11
540,_op)Z,0.3593620492455114,51,31,18.82,46,39,2.47,38,280,168,2,45
540,uwRqA,0.32041527620565685,46,32,5.55,37,29,-10.21,49,300,119,116,27
540,S>YGW,0.3120409728911119,65,20,13.22,55,36,11.21,32,156,131,49,43
540,McB+5,0.297543231365303,47,19,8.86,44,29,17.83,29,249,93,5,19
540,.[N=3,0.2746325342293138,47,51,11.31,47,51,21.36,13,229,113,33,18
540,N`s\Q,0.26176927335890127,58,12,9.41,66,24,17.06,29,242,173,82,39
540,ZnUm@,0.22057724097416415,47,38,6.24,52,36,8.82,35,277,124,109,27
540,?5B)_,0.2145444575728222,44,79,12.44,46,88,22.97,22,133,93,2,48
540,Etwqv,0.2133714929536863,58,41,18.4,66,53,32.25,25,292,180,116,64
540,aIa(v,0.21033026766878213,56,16,29.75,37,29,10.47,39,184,144,0,64
540,dO*5=,0.20488698917611717,39,56,10.32,40,61,32.99,40,199,53,21,25
540,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
540,U=NKG,0.1977477587856302,62,27,8.67,50,34,-10.48,33,153,113,55,32
540,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
540,tkO@H,0.19049157589816454,44,38,16.67,51,43,7.13,48,270,114,38,32
540,5NZ:p,0.18347612049534356,49,71,9.57,56,73,36.92,17,196,132,28,60
540,>9A@H,0.1738908120827836,50,84,18.78,48,99,4.61,21,143,91,38,32
540,>9A@H,0.1738908120827836,50,84,18.78,48,99,4.61,21,143,91,38,32
540,bjE12,0.16752523254064444,40,10,5.45,25,8,-2.68,39,267,98,14,17
540,fu*-o,0.16476484132487,37,59,6.38,41,67,10.21,41,295,53,8,59
540,`VZ9R,0.15881514111127557,55,38,5.95,55,49,27.04,38,216,132,27,39
540,S_hSs,0.15850511857581007,50,40,4.05,56,53,4.5,32,239,155,68,62
630,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
630,t?^bi,0.6496845156538195,66,6,10.24,33,9,2.12,48,158,139,92,55
630,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
630,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
630,ePHi8,0.43834643073891544,42,42,10.58,41,46,-0.92,41,201,103,103,21
630,o[sHg,0.4253443323419961,88,9,14.66,35,14,-11.9,46,229,173,51,54
630,LU/0*,0.36530209826028004,42,7,8.17,44,9,7.14,28,214,62,13,11
630,_op)Z,0.3593620492455114,51,31,18.82,46,39,2.47,38,280,168,2,45
630,uwRqA,0.32041527620565685,46,32,5.55,37,29,-10.21,49,300,119,116,27
630,S>YGW,0.3120409728911119,65,20,13.22,55,36,11.21,32,156,131,49,43
630,McB+5,0.297543231365303,47,19,8.86,44,29,17.83,29,249,93,5,19
630,.[N=3,0.2746325342293138,47,51,11.31,47,51,21.36,13,229,113,33,18
630,N`s\Q,0.26176927335890127,58,12,9.41,66,24,17.06,29,242,173,82,39
630,ZnUm@,0.22057724097416415,47,38,6.24,52,36,8.82,35,277,124,109,27
630,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
630,U=NKG,0.1977477587856302,62,27,8.67,50,34,-10.48,33,153,113,55,32
630,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
630,tkO@H,0.19049157589816454,44,38,16.67,51,43,7.13,48,270,114,38,32
630,5NZ:p,0.18347612049534356,49,71,9.57,56,73,36.92,17,196,132,28,60
630,>9A@H,0.1738908120827836,50,84,18.78,48,99,4.61,21,143,91,38,32
630,bjE12,0.16752523254064444,40,10,5.45,25,8,-2.68,39,267,98,14,17
630,fu*-o,0.16476484132487,37,59,6.38,41,67,10.21,41,295,53,8,59
630,mkO@H,0.15805463719787533,43,39,10.37,46,45,1.32,45,270,114,38,32
630,ZkA@H,0.15729358915002667,47,55,11.98,47,63,20.33,35,270,91,38,32
630,>6A>H,0.15612640255998353,48,79,14.62,51,89,28.64,21,135,91,35,32
630,ckO@H,0.1538732459621468,41,41,10.93,51,45,12.54,40,270,114,38,32
630,2;aA?,0.1498090235083357,33,6,3.2,80,10,17.83,15,148,144,40,26
630,Ewa(v,0.1474291007263709,39,66,12.14,42,73,6.45,25,300,144,0,64
630,T1AeX,0.1467914626751898,49,61,3.96,61,67,23.8,32,123,91,97,43
630,\**<+,0.14673258253412144,31,70,-0.05,32,56,14.08,36,105,53,32,12
720,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
720,t?^bi,0.6496845156538195,66,6,10.24,33,9,2.12,48,158,139,92,55
720,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
720,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
720,_op)Z,0.3593620492455114,51,31,18.82,46,39,2.47,38,280,168,2,45
720,uwRqA,0.32041527620565685,46,32,5.55,37,29,-10.21,49,300,119,116,27
720,McB+5,0.297543231365303,47,19,8.86,44,29,17.83,29,249,93,5,19
720,.[N=3,0.2746325342293138,47,51,11.31,47,51,21.36,13,229,113,33,18
720,N`s\Q,0.26176927335890127,58,12,9.41,66,24,17.06,29,242,173,82,39
720,ZnUm@,0.22057724097416415,47,38,6.24,52,36,8.82,35,277,124,109,27
720,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
720,U=NKG,0.1977477587856302,62,27,8.67,50,34,-10.48,33,153,113,55,32
720,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
720,tkO@H,0.19049157589816454,44,38,16.67,51,43,7.13,48,270,114,38,32
720,5NZ:p,0.18347612049534356,49,71,9.57,56,73,36.92,17,196,132,28,60
720,>9A@H,0.1738908120827836,50,84,18.78,48,99,4.61,21,143,91,38,32
720,bjE12,0.16752523254064444,40,10,5.45,25,8,-2.68,39,267,98,14,17
720,fu*-o,0.16476484132487,37,59,6.38,41,67,10.21,41,295,53,8,59
720,mkO@H,0.15805463719787533,43,39,10.37,46,45,1.32,45,270,114,38,32
720,ZkA@H,0.15729358915002667,47,55,11.98,47,63,20.33,35,270,91,38,32
720,>6A>H,0.15612640255998353,48,79,14.62,51,89,28.64,21,135,91,35,32
720,2;aA?,0.1498090235083357,33,6,3.2,80,10,17.83,15,148,144,40,26
720,T1AeX,0.1467914626751898,49,61,3.96,61,67,23.8,32,123,91,97,43
720,\**<+,0.14673258253412144,31,70,-0.05,32,56,14.08,36,105,53,32,12
720,JkO@H,0.14495466262922926,45,61,8.16,43,69,-1.45,27,270,114,38,32
720,",OOaX",0.13860420557967087,52,114,5.86,49,121,-1.82,12,199,114,90,43
720,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
720,_Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
720,oIa(v,0.13440700211066095,66,12,17.73,38,18,8.44,46,184,144,0,64
720,+oauv,0.13322096883241044,54,91,10.39,50,98,-8.47,12,280,144,122,64
810,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
810,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
810,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
810,uwRqA,0.32041527620565685,46,32,5.55,37,29,-10.21,49,300,119,116,27
810,McB+5,0.297543231365303,47,19,8.86,44,29,17.83,29,249,93,5,19
810,.[N=3,0.2746325342293138,47,51,11.31,47,51,21.36,13,229,113,33,18
810,ZnUm@,0.22057724097416415,47,38,6.24,52,36,8.82,35,277,124,109,27
810,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
810,U=NKG,0.1977477587856302,62,27,8.67,50,34,-10.48,33,153,113,55,32
810,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
810,tkO@H,0.19049157589816454,44,38,16.67,51,43,7.13,48,270,114,38,32
810,>9A@H,0.1738908120827836,50,84,18.78,48,99,4.61,21,143,91,38,32
810,bjE12,0.16752523254064444,40,10,5.45,25,8,-2.68,39,267,98,14,17
810,fu*-o,0.16476484132487,37,59,6.38,41,67,10.21,41,295,53,8,59
810,mkO@H,0.15805463719787533,43,39,10.37,46,45,1.32,45,270,114,38,32
810,ZkA@H,0.15729358915002667,47,55,11.98,47,63,20.33,35,270,91,38,32
810,>6A>H,0.15612640255998353,48,79,14.62,51,89,28.64,21,135,91,35,32
810,2;aA?,0.1498090235083357,33,6,3.2,80,10,17.83,15,148,144,40,26
810,T1AeX,0.1467914626751898,49,61,3.96,61,67,23.8,32,123,91,97,43
810,\**<+,0.14673258253412144,31,70,-0.05,32,56,14.08,36,105,53,32,12
810,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
810,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
810,",OOaX",0.13860420557967087,52,114,5.86,49,121,-1.82,12,199,114,90,43
810,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
810,_Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
810,aIT(e,0.1352030409278466,42,40,10.93,40,52,-2.45,39,184,122,0,52
810,oIa(v,0.13440700211066095,66,12,17.73,38,18,8.44,46,184,144,0,64
810,+oauv,0.13322096883241044,54,91,10.39,50,98,-8.47,12,280,144,122,64
810,eMTfe,0.13237731880547585,54,46,13.26,55,60,15.6,41,194,122,98,52
810,`kO@H,0.12776778472457337,40,47,6.01,47,46,8.64,38,270,114,38,32
900,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
900,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
900,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
900,uwRqA,0.32041527620565685,46,32,5.55,37,29,-10.21,49,300,119,116,27
900,McB+5,0.297543231365303,47,19,8.86,44,29,17.83,29,249,93,5,19
900,.[N=3,0.2746325342293138,47,51,11.31,47,51,21.36,13,229,113,33,18
900,ZnUm@,0.22057724097416415,47,38,6.24,52,36,8.82,35,277,124,109,27
900,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
900,U=NKG,0.1977477587856302,62,27,8.67,50,34,-10.48,33,153,113,55,32
900,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
900,tkO@H,0.19049157589816454,44,38,16.67,51,43,7.13,48,270,114,38,32
900,>9A@H,0.1738908120827836,50,84,18.78,48,99,4.61,21,143,91,38,32
900,bjE12,0.16752523254064444,40,10,5.45,25,8,-2.68,39,267,98,14,17
900,mkO@H,0.15805463719787533,43,39,10.37,46,45,1.32,45,270,114,38,32
900,ZkA@H,0.15729358915002667,47,55,11.98,47,63,20.33,35,270,91,38,32
900,>6A>H,0.15612640255998353,48,79,14.62,51,89,28.64,21,135,91,35,32
900,2;aA?,0.1498090235083357,33,6,3.2,80,10,17.83,15,148,144,40,26
900,T1AeX,0.1467914626751898,49,61,3.96,61,67,23.8,32,123,91,97,43
