iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ott_bw,parameters.tps_qty_index,parameters.max_risk
900,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
900,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
900,",OOaX",0.13860420557967087,52,114,5.86,49,121,-1.82,12,199,114,90,43
900,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
900,_Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
900,aIT(e,0.1352030409278466,42,40,10.93,40,52,-2.45,39,184,122,0,52
900,oIa(v,0.13440700211066095,66,12,17.73,38,18,8.44,46,184,144,0,64
900,+oauv,0.13322096883241044,54,91,10.39,50,98,-8.47,12,280,144,122,64
900,eMTfe,0.13237731880547585,54,46,13.26,55,60,15.6,41,194,122,98,52
900,`kO@H,0.12776778472457337,40,47,6.01,47,46,8.64,38,270,114,38,32
900,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
900,`Maf\,0.12019173918976778,71,14,17.17,55,27,14.68,38,194,144,98,46
990,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
990,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
990,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
990,ZnUm@,0.22057724097416415,47,38,6.24,52,36,8.82,35,277,124,109,27
990,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
990,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
990,>9A@H,0.1738908120827836,50,84,18.78,48,99,4.61,21,143,91,38,32
990,ZkA@H,0.15729358915002667,47,55,11.98,47,63,20.33,35,270,91,38,32
990,4FO2s,0.15355882327954895,47,85,17.6,46,96,18.18,16,176,114,16,62
990,2;aA?,0.1498090235083357,33,6,3.2,80,10,17.83,15,148,144,40,26
990,T1AeX,0.1467914626751898,49,61,3.96,61,67,23.8,32,123,91,97,43
990,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
990,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
990,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
990,_Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
990,aIT(e,0.1352030409278466,42,40,10.93,40,52,-2.45,39,184,122,0,52
990,eMTfe,0.13237731880547585,54,46,13.26,55,60,15.6,41,194,122,98,52
990,`kO@H,0.12776778472457337,40,47,6.01,47,46,8.64,38,270,114,38,32
990,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
990,`Maf\,0.12019173918976778,71,14,17.17,55,27,14.68,38,194,144,98,46
990,EMEbv,0.11838067086954004,47,84,8.21,48,91,8.1,25,194,98,92,64
990,XGaf\,0.11825016524814043,61,13,15.65,46,28,-0.35,34,178,144,98,46
990,Epa(v,0.11806124136951988,39,68,6.72,44,74,6.52,25,282,144,0,64
990,EIL(v,0.11792968547110333,41,80,6.16,41,86,10.63,25,184,109,0,64
990,`Naf`,0.11616884385659217,73,15,21.32,48,35,8.24,38,196,144,98,49
990,`NaVv,0.11411927501199119,60,20,18.47,41,39,8.81,38,196,144,73,64
990,4NOAs,0.11234626347248745,50,90,20.39,52,95,27.18,16,196,114,40,62
990,ElemO,0.11215850178849424,55,59,9.11,61,63,12.57,25,272,150,109,37
990,`NYfv,0.1115840274615126,55,38,11.27,55,52,10.82,38,196,131,98,64
990,nD;h4,0.11076689407128701,33,27,0.0,31,41,2.79,45,171,81,101,18
1080,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
1080,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
1080,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
1080,TC*.6,0.20077491166613193,32,58,9.86,37,70,16.45,32,168,53,9,20
1080,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
1080,ZkA@H,0.15729358915002667,47,55,11.98,47,63,20.33,35,270,91,38,32
1080,4FO2s,0.15355882327954895,47,85,17.6,46,96,18.18,16,176,114,16,62
1080,2;aA?,0.1498090235083357,33,6,3.2,80,10,17.83,15,148,144,40,26
1080,T1AeX,0.1467914626751898,49,61,3.96,61,67,23.8,32,123,91,97,43
1080,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
1080,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1080,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
1080,_Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
1080,aIT(e,0.1352030409278466,42,40,10.93,40,52,-2.45,39,184,122,0,52
1080,eMTfe,0.13237731880547585,54,46,13.26,55,60,15.6,41,194,122,98,52
1080,[kT@A,0.13122653395176212,48,35,22.45,43,41,-2.78,36,270,122,38,27
1080,`kO@H,0.12776778472457337,40,47,6.01,47,46,8.64,38,270,114,38,32
1080,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
1080,`Maf\,0.12019173918976778,71,14,17.17,55,27,14.68,38,194,144,98,46
1080,",nafv",0.11841160183768258,51,89,20.19,51,96,3.8,12,277,144,98,64
1080,EMEbv,0.11838067086954004,47,84,8.21,48,91,8.1,25,194,98,92,64
1080,Epa(v,0.11806124136951988,39,68,6.72,44,74,6.52,25,282,144,0,64
1080,EIL(v,0.11792968547110333,41,80,6.16,41,86,10.63,25,184,109,0,64
1080,`Naf`,0.11616884385659217,73,15,21.32,48,35,8.24,38,196,144,98,49
1080,`NaVv,0.11411927501199119,60,20,18.47,41,39,8.81,38,196,144,73,64
1080,[kT@K,0.11320020607974426,43,46,13.45,45,59,-4.61,36,270,122,38,34
1080,4NOAs,0.11234626347248745,50,90,20.39,52,95,27.18,16,196,114,40,62
1080,ElemO,0.11215850178849424,55,59,9.11,61,63,12.57,25,272,150,109,37
1080,`NYfv,0.1115840274615126,55,38,11.27,55,52,10.82,38,196,131,98,64
1080,",MafK",0.1105432961910412,51,54,17.88,56,67,23.9,12,194,144,98,34
1170,[Ig(b,0.8743419542702832,70,10,33.04,31,19,-1.94,36,184,154,0,50
1170,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
1170,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
1170,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
1170,[@T(b,0.19719680273027407,41,29,9.15,42,42,19.55,36,161,122,0,50
1170,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
1170,[I[(b,0.18564099668903286,46,26,7.74,45,37,22.37,36,184,134,0,50
1170,SIT(b,0.158579967407727,44,49,7.57,47,61,20.22,32,184,122,0,50
1170,ZkA@H,0.15729358915002667,47,55,11.98,47,63,20.33,35,270,91,38,32
1170,4FO2s,0.15355882327954895,47,85,17.6,46,96,18.18,16,176,114,16,62
1170,T1AeX,0.1467914626751898,49,61,3.96,61,67,23.8,32,123,91,97,43
1170,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
1170,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1170,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1170,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
1170,aIT(e,0.1352030409278466,42,40,10.93,40,52,-2.45,39,184,122,0,52
1170,eMTfe,0.13237731880547585,54,46,13.26,55,60,15.6,41,194,122,98,52
1170,[kT@A,0.13122653395176212,48,35,22.45,43,41,-2.78,36,270,122,38,27
1170,[IW(e,0.1257528882077421,40,32,10.21,39,53,1.28,36,184,127,0,52
1170,ZmY6D,0.12490931775941133,44,47,18.05,44,52,2.47,35,275,131,22,29
1170,ZmY6D,0.12490931775941133,44,47,18.05,44,52,2.47,35,275,131,22,29
1170,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
1170,[KT(b,0.12242257809988022,39,48,4.86,42,63,1.42,36,189,122,0,50
1170,`Maf\,0.12019173918976778,71,14,17.17,55,27,14.68,38,194,144,98,46
1170,",nafv",0.11841160183768258,51,89,20.19,51,96,3.8,12,277,144,98,64
1170,EMEbv,0.11838067086954004,47,84,8.21,48,91,8.1,25,194,98,92,64
1170,Epa(v,0.11806124136951988,39,68,6.72,44,74,6.52,25,282,144,0,64
1170,(IT(e,0.1175026692527267,45,103,9.21,45,110,33.3,10,184,122,0,52
1170,(IT(e,0.1175026692527267,45,103,9.21,45,110,33.3,10,184,122,0,52
1170,(IT(b,0.11688648944268629,45,100,5.25,45,110,33.3,10,184,122,0,50
1260,[Ig(b,0.8743419542702832,70,10,33.04,31,19,-1.94,36,184,154,0,50
1260,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
1260,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
1260,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
1260,[@T(b,0.19719680273027407,41,29,9.15,42,42,19.55,36,161,122,0,50
1260,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
1260,[I[(b,0.18564099668903286,46,26,7.74,45,37,22.37,36,184,134,0,50
1260,SIT(b,0.158579967407727,44,49,7.57,47,61,20.22,32,184,122,0,50
1260,ZkA@H,0.15729358915002667,47,55,11.98,47,63,20.33,35,270,91,38,32
1260,T1AeX,0.1467914626751898,49,61,3.96,61,67,23.8,32,123,91,97,43
1260,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
1260,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1260,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1260,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
1260,aIT(e,0.1352030409278466,42,40,10.93,40,52,-2.45,39,184,122,0,52
1260,-MTfe,0.12813917831694008,46,97,15.1,45,107,4.91,13,194,122,98,52
1260,[IW(e,0.1257528882077421,40,32,10.21,39,53,1.28,36,184,127,0,52
1260,ZmY6D,0.12490931775941133,44,47,18.05,44,52,2.47,35,275,131,22,29
1260,ZmY6D,0.12490931775941133,44,47,18.05,44,52,2.47,35,275,131,22,29
1260,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
1260,[KT(b,0.12242257809988022,39,48,4.86,42,63,1.42,36,189,122,0,50
1260,`Maf\,0.12019173918976778,71,14,17.17,55,27,14.68,38,194,144,98,46
1260,",nafv",0.11841160183768258,51,89,20.19,51,96,3.8,12,277,144,98,64
1260,EMEbv,0.11838067086954004,47,84,8.21,48,91,8.1,25,194,98,92,64
1260,(IT(e,0.1175026692527267,45,103,9.21,45,110,33.3,10,184,122,0,52
1260,(IT(e,0.1175026692527267,45,103,9.21,45,110,33.3,10,184,122,0,52
1260,(IT(b,0.11688648944268629,45,100,5.25,45,110,33.3,10,184,122,0,50
1260,`Naf`,0.11616884385659217,73,15,21.32,48,35,8.24,38,196,144,98,49
1260,[IQ(e,0.11474130223186887,42,50,7.99,40,70,-5.91,36,184,117,0,52
1260,`NaVv,0.11411927501199119,60,20,18.47,41,39,8.81,38,196,144,73,64
1350,[Ig(b,0.8743419542702832,70,10,33.04,31,19,-1.94,36,184,154,0,50
1350,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
1350,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
1350,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
1350,[@T(b,0.19719680273027407,41,29,9.15,42,42,19.55,36,161,122,0,50
1350,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
1350,ZkA@H,0.15729358915002667,47,55,11.98,47,63,20.33,35,270,91,38,32
1350,T1AeX,0.1467914626751898,49,61,3.96,61,67,23.8,32,123,91,97,43
1350,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
1350,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1350,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1350,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
1350,aIT(e,0.1352030409278466,42,40,10.93,40,52,-2.45,39,184,122,0,52
1350,-MTfe,0.12813917831694008,46,97,15.1,45,107,4.91,13,194,122,98,52
1350,ZmY6D,0.12490931775941133,44,47,18.05,44,52,2.47,35,275,131,22,29
1350,ZmY6D,0.12490931775941133,44,47,18.05,44,52,2.47,35,275,131,22,29
1350,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
1350,[KT(b,0.12242257809988022,39,48,4.86,42,63,1.42,36,189,122,0,50
1350,`Maf\,0.12019173918976778,71,14,17.17,55,27,14.68,38,194,144,98,46
1350,",nafv",0.11841160183768258,51,89,20.19,51,96,3.8,12,277,144,98,64
1350,EMEbv,0.11838067086954004,47,84,8.21,48,91,8.1,25,194,98,92,64
1350,(IT(e,0.1175026692527267,45,103,9.21,45,110,33.3,10,184,122,0,52
1350,(IT(b,0.11688648944268629,45,100,5.25,45,110,33.3,10,184,122,0,50
1350,`Naf`,0.11616884385659217,73,15,21.32,48,35,8.24,38,196,144,98,49
1350,fmTNe,0.11557669731263488,46,54,12.82,43,69,-8.37,41,275,122,60,52
1350,[IQ(e,0.11474130223186887,42,50,7.99,40,70,-5.91,36,184,117,0,52
1350,`NaVv,0.11411927501199119,60,20,18.47,41,39,8.81,38,196,144,73,64
1350,eFT(e,0.11395780733424807,45,33,11.89,39,53,-1.93,41,176,122,0,52
1350,[kT@K,0.11320020607974426,43,46,13.45,45,59,-4.61,36,270,122,38,34
1350,[I9(b,0.1131086803658709,37,79,1.1,40,81,17.27,36,184,78,0,50
1440,[Ig(b,0.8743419542702832,70,10,33.04,31,19,-1.94,36,184,154,0,50
1440,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
1440,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
1440,UHgcU,0.45163773201019053,55,9,12.73,35,14,-2.29,33,181,154,93,41
1440,[@T(b,0.19719680273027407,41,29,9.15,42,42,19.55,36,161,122,0,50
1440,3dk]n,0.1917037924344632,54,61,9.54,62,70,27.97,16,252,160,84,59
1440,T1AeX,0.1467914626751898,49,61,3.96,61,67,23.8,32,123,91,97,43
1440,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
1440,2MNfe,0.14029554375440295,47,100,12.38,47,109,2.82,15,194,113,98,52
1440,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1440,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1440,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
1440,7MNfe,0.1307471117025581,44,89,9.86,49,95,12.17,18,194,113,98,52
1440,-MTfe,0.12813917831694008,46,97,15.1,45,107,4.91,13,194,122,98,52
1440,ZmY6D,0.12490931775941133,44,47,18.05,44,52,2.47,35,275,131,22,29
1440,ZmY6D,0.12490931775941133,44,47,18.05,44,52,2.47,35,275,131,22,29
1440,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
1440,[KT(b,0.12242257809988022,39,48,4.86,42,63,1.42,36,189,122,0,50
1440,`Maf\,0.12019173918976778,71,14,17.17,55,27,14.68,38,194,144,98,46
1440,",nafv",0.11841160183768258,51,89,20.19,51,96,3.8,12,277,144,98,64
1440,EMEbv,0.11838067086954004,47,84,8.21,48,91,8.1,25,194,98,92,64
1440,(IT(e,0.1175026692527267,45,103,9.21,45,110,33.3,10,184,122,0,52
1440,(IT(b,0.11688648944268629,45,100,5.25,45,110,33.3,10,184,122,0,50
1440,`Naf`,0.11616884385659217,73,15,21.32,48,35,8.24,38,196,144,98,49
1440,fmTNe,0.11557669731263488,46,54,12.82,43,69,-8.37,41,275,122,60,52
1440,[IQ(e,0.11474130223186887,42,50,7.99,40,70,-5.91,36,184,117,0,52
1440,`NaVv,0.11411927501199119,60,20,18.47,41,39,8.81,38,196,144,73,64
1440,eFT(e,0.11395780733424807,45,33,11.89,39,53,-1.93,41,176,122,0,52
1440,[kT@K,0.11320020607974426,43,46,13.45,45,59,-4.61,36,270,122,38,34
1440,[I9(b,0.1131086803658709,37,79,1.1,40,81,17.27,36,184,78,0,50
1530,[Ig(b,0.8743419542702832,70,10,33.04,31,19,-1.94,36,184,154,0,50
1530,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
1530,kI^KW,0.45921353501475815,75,8,11.11,47,17,-10.05,44,184,139,55,43
1530,[mTND,0.4348259384925442,50,38,25.23,47,42,6.2,36,275,122,60,29
1530,[mTNL,0.2337576858905913,44,52,11.21,46,60,3.75,36,275,122,60,35
1530,[@T(b,0.19719680273027407,41,29,9.15,42,42,19.55,36,161,122,0,50
1530,+mTNe,0.147532806376296,39,99,6.06,38,108,-13.16,12,275,122,60,52
1530,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
1530,2MNfe,0.14029554375440295,47,100,12.38,47,109,2.82,15,194,113,98,52
1530,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1530,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1530,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
1530,7MNfe,0.1307471117025581,44,89,9.86,49,95,12.17,18,194,113,98,52
1530,*mTNe,0.12970794941926764,40,108,4.87,40,109,2.78,11,275,122,60,52
1530,-MTfe,0.12813917831694008,46,97,15.1,45,107,4.91,13,194,122,98,52
1530,ZmY6D,0.12490931775941133,44,47,18.05,44,52,2.47,35,275,131,22,29
1530,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
1530,[mTWe,0.12324184159744853,40,60,0.91,47,71,-0.49,36,275,122,74,52
1530,[KT(b,0.12242257809988022,39,48,4.86,42,63,1.42,36,189,122,0,50
1530,`Maf\,0.12019173918976778,71,14,17.17,55,27,14.68,38,194,144,98,46
1530,"[mT,e",0.11970372847753626,37,58,4.52,44,69,-5.58,36,275,122,6,52
1530,4MOfc,0.1194821174956401,47,88,23.37,45,96,8.25,16,194,114,98,51
1530,4MOf^,0.1194821174956401,47,88,23.37,45,96,8.25,16,194,114,98,48
1530,",nafv",0.11841160183768258,51,89,20.19,51,96,3.8,12,277,144,98,64
1530,EMEbv,0.11838067086954004,47,84,8.21,48,91,8.1,25,194,98,92,64
1530,[mTpe,0.11825071082348554,45,60,-1.74,53,71,-4.0,36,275,122,114,52
1530,(IT(e,0.1175026692527267,45,103,9.21,45,110,33.3,10,184,122,0,52
1530,`Naf`,0.11616884385659217,73,15,21.32,48,35,8.24,38,196,144,98,49
1530,fmTNe,0.11557669731263488,46,54,12.82,43,69,-8.37,41,275,122,60,52
1530,[mTNt,0.11506251437123582,41,60,1.2,42,70,-5.36,36,275,122,60,63
1620,[Ig(b,0.8743419542702832,70,10,33.04,31,19,-1.94,36,184,154,0,50
1620,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
1620,[mTND,0.4348259384925442,50,38,25.23,47,42,6.2,36,275,122,60,29
1620,[mTNL,0.2337576858905913,44,52,11.21,46,60,3.75,36,275,122,60,35
1620,[@T(b,0.19719680273027407,41,29,9.15,42,42,19.55,36,161,122,0,50
1620,mljmv,0.15357523212579,63,41,10.44,63,46,5.51,45,272,159,109,64
1620,+mTNe,0.147532806376296,39,99,6.06,38,108,-13.16,12,275,122,60,52
1620,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
1620,Ylamv,0.14186134246691146,52,57,6.85,63,65,12.16,35,272,144,109,64
1620,2MNfe,0.14029554375440295,47,100,12.38,47,109,2.82,15,194,113,98,52
1620,`wamv,0.13985473875483703,50,57,4.35,52,70,-10.22,38,300,144,109,64
1620,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1620,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1620,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
1620,7MNfe,0.1307471117025581,44,89,9.86,49,95,12.17,18,194,113,98,52
1620,`]amv,0.12885429819272087,58,41,6.53,60,56,3.18,38,234,144,109,64
1620,-MTfe,0.12813917831694008,46,97,15.1,45,107,4.91,13,194,122,98,52
1620,ZmY6D,0.12490931775941133,44,47,18.05,44,52,2.47,35,275,131,22,29
1620,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
1620,[mTWe,0.12324184159744853,40,60,0.91,47,71,-0.49,36,275,122,74,52
1620,`lYmv,0.12121108170766108,46,60,0.36,50,72,-10.84,38,272,131,109,64
1620,"[mT,e",0.11970372847753626,37,58,4.52,44,69,-5.58,36,275,122,6,52
1620,4MOf^,0.1194821174956401,47,88,23.37,45,96,8.25,16,194,114,98,48
1620,",nafv",0.11841160183768258,51,89,20.19,51,96,3.8,12,277,144,98,64
1620,[mTpe,0.11825071082348554,45,60,-1.74,53,71,-4.0,36,275,122,114,52
1620,mpamv,0.11816748716133327,53,52,1.75,59,57,2.07,45,282,144,109,64
1620,(IT(e,0.1175026692527267,45,103,9.21,45,110,33.3,10,184,122,0,52
1620,`Naf`,0.11616884385659217,73,15,21.32,48,35,8.24,38,196,144,98,49
1620,fmTNe,0.11557669731263488,46,54,12.82,43,69,-8.37,41,275,122,60,52
1620,[mTNt,0.11506251437123582,41,60,1.2,42,70,-5.36,36,275,122,60,63
1710,[Ig(b,0.8743419542702832,70,10,33.04,31,19,-1.94,36,184,154,0,50
1710,jYib\,0.7745110627591455,57,7,15.26,39,23,-2.01,43,224,157,92,46
1710,[mTND,0.4348259384925442,50,38,25.23,47,42,6.2,36,275,122,60,29
1710,[mTNL,0.2337576858905913,44,52,11.21,46,60,3.75,36,275,122,60,35
1710,[@T(b,0.19719680273027407,41,29,9.15,42,42,19.55,36,161,122,0,50
1710,mljmv,0.15357523212579,63,41,10.44,63,46,5.51,45,272,159,109,64
1710,+mTNe,0.147532806376296,39,99,6.06,38,108,-13.16,12,275,122,60,52
1710,[nT(e,0.14596988429307192,42,56,15.1,42,68,-12.35,36,277,122,0,52
1710,Ylamv,0.14186134246691146,52,57,6.85,63,65,12.16,35,272,144,109,64
1710,2MNfe,0.14029554375440295,47,100,12.38,47,109,2.82,15,194,113,98,52
1710,`wamv,0.13985473875483703,50,57,4.35,52,70,-10.22,38,300,144,109,64
1710,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1710,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
1710,7MNfe,0.1307471117025581,44,89,9.86,49,95,12.17,18,194,113,98,52
1710,-MTfe,0.12813917831694008,46,97,15.1,45,107,4.91,13,194,122,98,52
1710,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
1710,[mTWe,0.12324184159744853,40,60,0.91,47,71,-0.49,36,275,122,74,52
1710,4MOfO,0.12018419563272294,47,85,21.94,43,94,4.57,16,194,114,98,37
1710,"[mT,e",0.11970372847753626,37,58,4.52,44,69,-5.58,36,275,122,6,52
1710,4MOf^,0.1194821174956401,47,88,23.37,45,96,8.25,16,194,114,98,48
1710,4MOfs,0.1194821174956401,47,88,23.37,47,101,14.92,16,194,114,98,62
1710,4MOfm,0.1194821174956401,47,88,23.37,47,101,14.92,16,194,114,98,58
1710,4MOfl,0.1194821174956401,47,88,23.37,47,100,11.17,16,194,114,98,57
1710,4MOfw,0.1194821174956401,47,88,23.37,47,101,14.92,16,194,114,98,65
1710,4MOhs,0.11907929852356906,50,88,23.07,52,98,14.35,16,194,114,101,62
1710,",nafv",0.11841160183768258,51,89,20.19,51,96,3.8,12,277,144,98,64
1710,[mTpe,0.11825071082348554,45,60,-1.74,53,71,-4.0,36,275,122,114,52
1710,mpamv,0.11816748716133327,53,52,1.75,59,57,2.07,45,282,144,109,64
1710,`Naf`,0.11616884385659217,73,15,21.32,48,35,8.24,38,196,144,98,49
1710,fmTNe,0.11557669731263488,46,54,12.82,43,69,-8.37,41,275,122,60,52
1800,[Ig(b,0.8743419542702832,70,10,33.04,31,19,-1.94,36,184,154,0,50
1800,[mTND,0.4348259384925442,50,38,25.23,47,42,6.2,36,275,122,60,29
1800,[@T(b,0.19719680273027407,41,29,9.15,42,42,19.55,36,161,122,0,50
1800,Elamd,0.19133006731284385,53,67,5.13,58,78,13.87,25,272,144,109,52
1800,Elamf,0.19133006731284385,53,67,5.13,58,78,13.87,25,272,144,109,53
1800,ElwmO,0.17460683333564908,73,19,6.74,70,31,19.54,25,272,180,109,37
1800,El5mO,0.1694658593963151,43,73,-2.83,49,87,13.82,25,272,71,109,37
1800,mljmv,0.15357523212579,63,41,10.44,63,46,5.51,45,272,159,109,64
1800,+mTNe,0.147532806376296,39,99,6.06,38,108,-13.16,12,275,122,60,52
1800,alamO,0.14641007519441512,50,48,-0.79,56,53,-5.86,39,272,144,109,37
1800,2MNfe,0.14029554375440295,47,100,12.38,47,109,2.82,15,194,113,98,52
1800,dIT(e,0.1390326477164157,39,38,10.56,39,56,-3.79,40,184,122,0,52
1800,`Ia(v,0.13649029015444847,43,16,14.01,32,31,-4.63,38,184,144,0,64
1800,^lamO,0.1351468344280352,49,51,0.93,58,53,0.61,37,272,144,109,37
1800,ElgmO,0.13363215638155937,54,55,1.48,60,60,8.46,25,272,154,109,37
1800,7MNfe,0.1307471117025581,44,89,9.86,49,95,12.17,18,194,113,98,52
1800,-MTfe,0.12813917831694008,46,97,15.1,45,107,4.91,13,194,122,98,52
1800,ElaYO,0.12730939078820755,50,69,2.74,54,73,7.59,25,272,144,78,37
1800,NjaNY,0.1249857134746325,46,60,13.2,47,74,3.56,29,267,144,60,44
1800,pMTfe,0.12354310632318502,56,39,11.29,47,53,-11.76,46,194,122,98,52
1800,[mTWe,0.12324184159744853,40,60,0.91,47,71,-0.49,36,275,122,74,52
1800,Ega@O,0.1213490476285236,54,59,17.86,50,67,10.21,25,259,144,38,37
1800,4MOfO,0.12018419563272294,47,85,21.94,43,94,4.57,16,194,114,98,37
1800,4MOf^,0.1194821174956401,47,88,23.37,45,96,8.25,16,194,114,98,48
1800,4MOfs,0.1194821174956401,47,88,23.37,47,101,14.92,16,194,114,98,62
1800,4MOfm,0.1194821174956401,47,88,23.37,47,101,14.92,16,194,114,98,58
1800,4MOfl,0.1194821174956401,47,88,23.37,47,100,11.17,16,194,114,98,57
1800,4MOfw,0.1194821174956401,47,88,23.37,47,101,14.92,16,194,114,98,65
1800,4MOhs,0.11907929852356906,50,88,23.07,52,98,14.35,16,194,114,101,62
1800,[mTpe,0.11825071082348554,45,60,-1.74,53,71,-4.0,36,275,122,114,52
1890,[Ig(b,0.8743419542702832,70,10,33.04,31,19,-1.94,36,184,154,0,50
