['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['ETH-USD', '5m', 'I@fR5H', '2021-06-01', '2021-10-01', '142', '54.18', '-27.0', 265, '41', '1.25', '1.91', '9.73', '5', '8', 2272, -854, '58', '84', '11.36']
['ETH-USD', '5m', 'F=b(4b', '2021-06-01', '2021-10-01', '101', '59.12', '-9.0', 301, '53', '5.84', '3.43', '33.84', '7', '5', 486, -656, '54', '47', '11.36']
['ETH-USD', '5m', '75KH,H', '2021-06-01', '2021-10-01', '302', '8.79', '-37.0', 29, '31', '0.06', '0.71', '0.78', '4', '11', 905, -504, '94', '208', '11.36']
['ETH-USD', '5m', 'R;DORQ', '2021-06-01', '2021-10-01', '73', '122.84', '-12.0', 999, '47', '11.36', '4.56', '84.19', '5', '6', 1737, -1218, '34', '39', '11.36']
['ETH-USD', '5m', '@>D_E.', '2021-06-01', '2021-10-01', '180', '48.36', '-26.0', 226, '41', '1.09', '1.8', '8.84', '6', '5', 1558, -621, '73', '107', '11.36']
['ETH-USD', '5m', '<@rr(Y', '2021-06-01', '2021-10-01', '151', '-0.91', '-38.0', -3, '37', '-0.0', '0.34', '-0.07', '8', '8', 1280, -697, '56', '95', '11.36']
['ETH-USD', '5m', '@@RrE8', '2021-06-01', '2021-10-01', '180', '30.78', '-27.0', 123, '39', '0.61', '1.35', '4.57', '6', '8', 2114, -608, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qr<N', '2021-06-01', '2021-10-01', '158', '41.93', '-26.0', 185, '39', '0.93', '1.65', '7.16', '6', '8', 2222, -651, '61', '97', '11.36']
['ETH-USD', '5m', 'T8AjgN', '2021-06-01', '2021-10-01', '52', '81.74', '-14.0', 497, '52', '4.11', '3.78', '35.19', '9', '4', 1916, -955, '27', '25', '11.36']
['ETH-USD', '5m', ';@Qa9.', '2021-06-01', '2021-10-01', '198', '17.51', '-32.0', 62, '36', '0.22', '0.98', '1.94', '5', '9', 1577, -541, '72', '126', '11.36']
['ETH-USD', '5m', '=@CrE.', '2021-06-01', '2021-10-01', '192', '23.75', '-28.0', 89, '37', '0.35', '1.17', '3.19', '5', '8', 1572, -503, '71', '121', '11.36']
['ETH-USD', '5m', '6@E^5H', '2021-06-01', '2021-10-01', '236', '26.17', '-43.0', 100, '34', '0.15', '1.26', '2.33', '7', '8', 1469, -561, '80', '156', '11.36']
['ETH-USD', '5m', '=@Qa9.', '2021-06-01', '2021-10-01', '192', '27.56', '-27.0', 107, '38', '0.47', '1.28', '3.98', '5', '8', 1763, -572, '72', '120', '11.36']
['ETH-USD', '5m', '@@Qrq8', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qrn8', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qrp.', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qrf3', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qrf7', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@QrB.', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@QrS.', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@QrU8', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qrc8', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@QrW8', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
