['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['ETH-USD', '5m', 'j/vPJ_', '2021-04-15', '2021-08-15', '30', '66.51', '-10.0', 360, '57', '8.61', '3.66', '37.83', '5', '3', 1020, -578, '17', '13', '33.5']
['ETH-USD', '5m', 'E@4rKH', '2021-04-15', '2021-08-15', '159', '54.28', '-37.0', 266, '38', '0.53', '1.94', '7.25', '5', '10', 1305, -767, '60', '99', '33.5']
['ETH-USD', '5m', 'I7bH88', '2021-04-15', '2021-08-15', '213', '98.55', '-37.0', 678, '39', '2.83', '2.27', '18.56', '4', '7', 2499, -1256, '83', '130', '33.5']
['ETH-USD', '5m', 'F@\\(1H', '2021-04-15', '2021-08-15', '177', '76.99', '-28.0', 452, '59', '1.62', '3.09', '16.33', '7', '5', 483, -980, '105', '72', '33.5']
['ETH-USD', '5m', 'R=wLnI', '2021-04-15', '2021-08-15', '72', '113.32', '-18.0', 865, '47', '6.17', '3.17', '48.96', '4', '3', 2330, -1510, '34', '38', '33.5']
['ETH-USD', '5m', 'F@\\(=H', '2021-04-15', '2021-08-15', '177', '65.52', '-26.0', 352, '58', '1.53', '2.74', '13.77', '6', '5', 463, -907, '103', '74', '33.5']
['ETH-USD', '5m', '@f7(5H', '2021-04-15', '2021-08-15', '145', '33.34', '-10.0', 137, '77', '2.06', '2.87', '13.31', '11', '3', 137, -756, '111', '34', '33.5']
['ETH-USD', '5m', 'NV]SmJ', '2021-04-15', '2021-08-15', '68', '152.24', '-16.0', 1493, '43', '14.08', '4.01', '95.41', '3', '4', 2860, -1149, '29', '39', '33.5']
